Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
34	Spectrogram 1	3	2019/2/4  23:22:01.8633	2521.863347464	2522.832291395	40.500	71.000	40Hz	
35	Spectrogram 1	3	2019/2/4  23:22:11.1801	2531.180116033	2532.670799004	37.000	76.000	40Hz	
36	Spectrogram 1	3	2019/2/4  23:21:43.2298	2503.229810326	2504.198754257	42.000	75.500	40Hz	
37	Spectrogram 1	3	2019/2/4  23:22:25.0435	2545.043467663	2546.236014040	43.500	66.000	40Hz	
38	Spectrogram 1	3	2019/2/4  23:23:40.9938	2620.993783786	2622.484466757	35.500	70.500	40Hz	
39	Spectrogram 1	3	2019/2/4  23:27:49.7143	2869.714275000	2878.509304529	21.000	30.000	Antarctic	
40	Spectrogram 1	3	2019/2/4  23:28:15.1304	2895.130419656	2901.391288134	21.500	29.000	Antarctic	
41	Spectrogram 1	3	2019/2/4  23:26:56.4224	2816.422358786	2817.763973460	37.000	61.500	40Hz	
42	Spectrogram 1	3	2019/2/4  23:27:06.1863	2826.186332246	2827.677015217	37.500	65.000	40Hz	
43	Spectrogram 1	3	2019/2/4  23:28:23.5528	2903.552778442	2909.739112772	23.500	79.500	D	
44	Spectrogram 1	3	2019/2/4  23:28:31.1553	2911.155261594	2916.149049547	29.000	76.000	D	
45	Spectrogram 1	3	2019/2/4  23:29:09.9876	2949.987571739	2960.198750091	20.000	30.000	Antarctic	Match
46	Spectrogram 1	3	2019/2/4  23:30:08.2733	3008.273275906	3018.111783514	20.500	30.000	Antarctic	Match
47	Spectrogram 1	3	2019/2/4  23:30:17.1428	3017.142839583	3022.881969022	36.500	82.500	D	
48	Spectrogram 1	3	2019/2/4  23:30:29.8882	3029.888178986	3034.881966938	37.000	70.500	D	
49	Spectrogram 1	3	2019/2/4  23:31:01.4161	3061.416142572	3063.130427989	36.500	66.000	40Hz	
50	Spectrogram 1	3	2019/2/4  23:32:27.8012	3147.801239493	3156.372666576	17.500	30.500	Antarctic	
51	Spectrogram 1	3	2019/2/4  23:33:37.7143	3217.714270833	3230.161473641	18.500	29.500	Antarctic	
52	Spectrogram 1	3	2019/2/4  23:38:38.3665	3518.366450362	3525.298126178	30.500	67.500	D	Match
53	Spectrogram 1	3	2019/2/4  23:39:29.7205	3569.720478714	3573.372651993	37.500	76.500	D	Match
54	Spectrogram 1	3	2019/2/4  23:39:25.0248	3565.024827355	3575.310539855	19.000	30.000	Antarctic	Match
55	Spectrogram 1	3	2019/2/4  23:41:48.7267	3708.726703261	3711.782603351	36.500	82.500	D	Match
56	Spectrogram 1	3	2019/2/4  23:41:53.6460	3713.645957065	3716.776391304	38.500	87.500	D	Match
57	Spectrogram 1	3	2019/2/4  23:41:58.9379	3718.937881612	3721.472042663	40.500	82.500	D	Match
58	Spectrogram 1	3	2019/2/4  23:42:47.4596	3767.459612319	3771.782592935	33.500	65.500	D	Match
59	Spectrogram 1	3	2019/2/4  23:41:32.6273	3692.627327174	3697.993785870	32.000	77.000	D	
60	Spectrogram 1	3	2019/2/4  23:41:25.9193	3685.919253804	3688.304346558	46.000	89.500	D	Match
61	Spectrogram 1	3	2019/2/4  23:41:27.7826	3687.782607518	3700.080742029	18.500	29.500	Antarctic	Match
62	Spectrogram 1	3	2019/2/4  23:41:44.7019	3704.701859239	3712.155274094	18.500	30.000	Antarctic	Match
63	Spectrogram 1	3	2019/2/4  23:42:07.7329	3727.732911141	3735.260860145	15.000	30.000	Antarctic	Match
64	Spectrogram 1	3	2019/2/4  23:42:21.5217	3741.521728623	3749.645950815	16.000	32.000	Antarctic	Match
65	Spectrogram 1	3	2019/2/4  23:42:36.4286	3756.428558333	3764.105575634	16.500	29.500	Antarctic	Match
66	Spectrogram 1	3	2019/2/4  23:43:11.7577	3791.757744746	3797.795010779	15.500	29.000	Antarctic	Match
67	Spectrogram 1	3	2019/2/4  23:44:36.8758	3876.875761141	3879.558990489	23.000	59.500	D	Match
68	Spectrogram 1	3	2019/2/4  23:44:34.1925	3874.192531793	3885.596256522	18.500	30.500	Antarctic	Match
69	Spectrogram 1	3	2019/2/4  23:44:47.3105	3887.310541938	3895.062093388	20.500	29.000	Antarctic	Match
70	Spectrogram 1	3	2019/2/4  23:46:09.0745	3969.074521649	3972.130421739	30.500	74.000	D	Match
71	Spectrogram 1	3	2019/2/4  23:46:13.3975	3973.397502264	3977.571414583	35.500	78.000	D	Match
72	Spectrogram 1	3	2019/2/4  23:45:27.8571	3927.857137500	3935.459620652	20.500	29.500	Antarctic	Match
73	Spectrogram 1	3	2019/2/4  23:45:44.0000	3944.999991667	3950.590052808	19.000	31.000	Antarctic	Match
74	Spectrogram 1	3	2019/2/4  23:45:18.8385	3918.838505525	3923.683225181	44.500	84.500	D	
75	Spectrogram 1	3	2019/2/4  23:46:03.0373	3963.037255616	3966.316758152	42.500	84.000	D	
76	Spectrogram 1	3	2019/2/4  23:48:25.9192	4105.919237138	4109.049671377	30.500	96.500	D	Match
77	Spectrogram 1	3	2019/2/4  23:48:31.8820	4111.881969022	4114.043459330	23.000	69.000	D	Match
78	Spectrogram 1	3	2019/2/4  23:48:15.1118	4095.111785598	4099.136629620	30.000	76.000	D	Match
79	Spectrogram 1	3	2019/2/4  23:48:06.0186	4086.018619475	4088.552780525	22.500	70.000	D	Match
80	Spectrogram 1	3	2019/2/4  23:48:00.8758	4080.875763225	4083.782595018	29.500	72.500	D	Match
81	Spectrogram 1	3	2019/2/4  23:47:50.9627	4070.962721467	4074.614894746	47.000	82.000	D	Match
82	Spectrogram 1	3	2019/2/4  23:47:25.2484	4045.248440217	4048.304340308	47.500	94.000	D	Match
83	Spectrogram 1	3	2019/2/4  23:48:54.6149	4134.614903080	4137.447200725	44.000	80.000	D	Match
84	Spectrogram 1	3	2019/2/4  23:49:05.3478	4145.347820471	4149.819869384	33.500	84.000	D	Match
85	Spectrogram 1	3	2019/2/4  23:49:13.9938	4153.993781703	4158.018625725	32.500	78.000	D	Match
86	Spectrogram 1	3	2019/2/4  23:48:46.3416	4126.341612591	4130.813661504	20.500	49.500	D	Match
87	Spectrogram 1	3	2019/2/4  23:48:59.4596	4139.459622736	4142.440988678	31.000	71.000	D	Match
88	Spectrogram 1	3	2019/2/4  23:50:04.6770	4204.677002717	4211.534144384	18.500	29.500	Antarctic	Match
89	Spectrogram 1	3	2019/2/4  23:50:36.5031	4236.503102899	4243.062107971	22.500	28.000	Antarctic	Match
90	Spectrogram 1	3	2019/2/4  23:51:04.5279	4264.527942754	4269.894401449	18.000	30.500	Antarctic	Match
91	Spectrogram 1	3	2019/2/4  23:51:46.4907	4306.490668388	4315.509300362	19.000	29.500	Antarctic	Match
92	Spectrogram 1	3	2019/2/4  23:51:31.5093	4291.509304529	4295.236011957	41.000	79.500	D	Match
93	Spectrogram 1	3	2019/2/4  23:51:50.5155	4310.515512409	4313.944083243	34.000	74.500	D	Match
94	Spectrogram 1	3	2019/2/4  23:51:56.3292	4316.329175996	4321.173895652	43.000	85.000	D	Match
95	Spectrogram 1	3	2019/2/4  23:52:19.1366	4339.136644203	4346.068320018	20.000	29.000	Antarctic	Match
96	Spectrogram 1	3	2019/2/4  23:52:37.0994	4357.099374004	4369.322974366	19.000	29.000	Antarctic	Match
97	Spectrogram 1	3	2019/2/4  23:53:21.4472	4401.447192391	4407.708060870	21.500	29.500	Antarctic	Match
98	Spectrogram 1	3	2019/2/4  23:53:44.7018	4424.701846739	4438.192527627	19.000	30.000	Antarctic	Match
99	Spectrogram 1	3	2019/2/4  23:52:25.2484	4345.248444384	4348.677015217	36.000	64.000	D	
100	Spectrogram 1	3	2019/2/4  23:52:33.0745	4353.074529982	4356.950305707	47.500	71.500	D	Match
101	Spectrogram 1	3	2019/2/4  23:52:38.8882	4358.888193569	4362.018627808	47.000	78.000	D	Match
102	Spectrogram 1	3	2019/2/4  23:52:45.1491	4365.149062047	4367.534154801	58.500	85.500	D	Match
103	Spectrogram 1	3	2019/2/4  23:53:14.9627	4394.962721467	4398.316758152	57.500	89.500	D	Match
104	Spectrogram 1	3	2019/2/4  23:53:23.2360	4403.236011957	4406.590048641	56.000	80.000	D	Match
105	Spectrogram 1	3	2019/2/4  23:53:31.5093	4411.509302446	4414.267065942	49.500	76.500	D	Match
106	Spectrogram 1	3	2019/2/4  23:53:36.8758	4416.875761141	4419.857127083	52.000	72.000	D	Match
107	Spectrogram 1	3	2019/2/4  23:54:56.1801	4496.180113949	4508.180111866	20.000	29.500	Antarctic	Match
108	Spectrogram 1	3	2019/2/4  23:55:43.2112	4543.211161685	4546.192527627	40.500	78.500	D	Match
109	Spectrogram 1	3	2019/2/4  23:56:01.0248	4561.024841938	4574.813659420	20.500	30.500	Antarctic	Match
110	Spectrogram 1	3	2019/2/4  23:56:01.6956	4561.695649275	4565.124220109	31.000	73.000	D	Match
111	Spectrogram 1	3	2019/2/5  0:01:08.8509	4869.850921286	4871.192535960	27.500	53.000	40Hz	
112	Spectrogram 1	3	2019/2/5  0:01:30.9130	4891.913029257	4895.788804982	35.000	90.000	D	Match
113	Spectrogram 1	3	2019/2/5  0:01:56.3292	4917.329173913	4920.608676449	31.500	79.500	D	Match
114	Spectrogram 1	3	2019/2/5  0:02:03.3354	4924.335383877	4926.869544928	40.500	84.000	D	Match
115	Spectrogram 1	3	2019/2/5  0:01:08.4037	4869.403716395	4880.658372826	20.000	28.000	Antarctic	Match
116	Spectrogram 1	3	2019/2/5  0:02:17.6460	4938.645959149	4950.496888768	18.000	30.000	Antarctic	Match
117	Spectrogram 1	3	2019/2/5  0:08:44.0000	5325.999985417	5329.204953804	33.000	86.000	D	Match
118	Spectrogram 1	3	2019/2/5  0:07:45.4472	5266.447200725	5269.428566667	46.000	82.000	D	Match
119	Spectrogram 1	3	2019/2/5  0:07:26.2174	5247.217390399	5250.198756341	39.500	72.000	D	
120	Spectrogram 1	3	2019/2/5  0:07:54.1677	5275.167696105	5279.714279167	44.500	75.000	D	
121	Spectrogram 1	3	2019/2/5  0:08:25.6956	5306.695640942	5308.037255616	19.000	40.000	20Hz	
122	Spectrogram 1	3	2019/2/5  0:11:11.7578	5472.757761413	5474.248444384	18.500	40.500	20Hz	
123	Spectrogram 1	3	2019/2/5  0:11:46.4161	5507.416140489	5508.757755163	18.500	46.000	20Hz	
124	Spectrogram 1	3	2019/2/5  0:12:48.6522	5569.652154529	5573.304327808	32.000	82.500	D	
125	Spectrogram 1	3	2019/2/5  0:12:59.7578	5580.757761413	5583.440990761	41.000	82.500	D	Match
126	Spectrogram 1	3	2019/2/5  0:13:11.5342	5592.534156884	5602.968937681	21.000	30.000	Antarctic	Match
127	Spectrogram 1	3	2019/2/5  0:14:19.1366	5660.136629620	5670.869547011	18.000	30.500	Antarctic	Match
128	Spectrogram 1	3	2019/2/5  0:16:08.7764	5769.776380888	5773.279485870	26.000	76.500	D	
129	Spectrogram 1	3	2019/2/5  0:16:35.7578	5796.757761413	5811.217386232	18.000	30.500	Antarctic	Match
130	Spectrogram 1	3	2019/2/5  0:18:19.4979	5900.497890851	5909.367454529	20.000	27.500	Antarctic	
