Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
62	Spectrogram 1	3	2019/2/4  16:11:44.0373	9105.037255616	9112.192533877	18.8	29.3	Antarctic	
63	Spectrogram 1	3	2019/2/4  16:11:55.3664	9116.366446196	9122.776382971	40.4	93.3	D	
64	Spectrogram 1	3	2019/2/4  16:13:48.4348	9229.434780797	9236.068320018	28.8	84.1	D	
65	Spectrogram 1	3	2019/2/4  16:20:03.2981	9603.298126178	9613.434770380	18.3	29.8	Antarctic	Match
66	Spectrogram 1	3	2019/2/4  16:21:28.1925	9688.192540127	9693.931669565	21.6	28.8	Antarctic	
67	Spectrogram 1	3	2019/2/4  16:21:26.5528	9686.552788859	9693.335396377	40.9	96.2	D	
68	Spectrogram 1	3	2019/2/4  16:24:34.0248	9874.024837772	9878.869557428	17.8	91.8	D	Match
69	Spectrogram 1	3	2019/2/4  16:24:15.8385	9855.838505525	9859.639747101	39.4	79.3	D	Match
70	Spectrogram 1	3	2019/2/4  16:26:57.7267	10017.726694928	10021.304334058	43.8	92.3	D	Match
71	Spectrogram 1	3	2019/2/4  16:27:12.3354	10032.335388043	10035.018617391	43.3	99.0	D	
72	Spectrogram 1	3	2019/2/4  16:29:17.5528	10157.552776359	10160.385074004	40.4	85.1	D	
73	Spectrogram 1	3	2019/2/4  16:29:28.5838	10168.583849094	10176.633537138	19.7	28.8	Antarctic	
74	Spectrogram 1	3	2019/2/4  16:31:32.1615	10292.161486141	10297.975149728	49.5	88.5	D	
75	Spectrogram 1	3	2019/2/4  16:31:39.3913	10299.391298551	10304.906825543	47.6	87.0	D	
76	Spectrogram 1	3	2019/2/4  16:32:10.0248	10330.024833605	10332.484460507	55.3	92.8	D	
77	Spectrogram 1	3	2019/2/4  16:32:44.4596	10364.459610236	10368.857125000	48.6	80.8	D	
78	Spectrogram 1	3	2019/2/4  16:32:50.0497	10370.049671377	10377.577620380	21.2	28.4	Antarctic	Match
79	Spectrogram 1	3	2019/2/4  16:32:53.0310	10373.031037319	10377.652154529	32.2	81.2	D	
80	Spectrogram 1	3	2019/2/4  16:33:59.0683	10439.068311685	10447.267068025	18.8	31.2	Antarctic	Match
81	Spectrogram 1	3	2019/2/4  16:35:07.1925	10507.192542210	10513.229808243	20.7	30.3	Antarctic	
82	Spectrogram 1	3	2019/2/4  16:35:30.5963	10530.596264855	10537.080735779	20.7	28.4	Antarctic	
83	Spectrogram 1	3	2019/2/4  16:36:19.2671	10579.267063859	10584.782590851	19.2	29.3	Antarctic	
84	Spectrogram 1	3	2019/2/4  16:39:10.6211	10750.621108877	10758.074523732	19.2	30.3	Antarctic	Match
85	Spectrogram 1	3	2019/2/4  16:40:15.9503	10815.950297373	10824.819861051	20.7	29.3	Antarctic	Match
86	Spectrogram 1	3	2019/2/4  16:40:47.0000	10847.999981250	10854.857122917	20.7	28.8	Antarctic	Match
87	Spectrogram 1	3	2019/2/4  16:41:25.2671	10885.267074275	10892.124215942	20.2	29.3	Antarctic	Match
88	Spectrogram 1	3	2019/2/4  16:43:51.8758	11031.875763225	11042.608680616	18.3	28.8	Antarctic	Match
89	Spectrogram 1	3	2019/2/4  16:48:30.0373	11310.037261866	11312.273286322	57.7	98.6	D	Match
90	Spectrogram 1	3	2019/2/4  16:49:38.3851	11378.385076087	11386.434764130	20.2	28.4	Antarctic	Match
91	Spectrogram 1	3	2019/2/4  16:50:25.1925	11425.192540127	11427.130427989	54.8	98.1	D	Match
92	Spectrogram 1	3	2019/2/4  16:50:47.3292	11447.329182246	11464.099365670	20.2	28.8	Antarctic	Match
93	Spectrogram 1	3	2019/2/4  16:54:23.4783	11663.478250543	11665.937877446	35.1	70.7	D	Match
94	Spectrogram 1	3	2019/2/4  16:54:35.2546	11675.254646014	11685.018619475	20.2	29.3	Antarctic	Match
95	Spectrogram 1	3	2019/2/4  16:55:11.0310	11711.031037319	11720.198737591	19.2	30.8	Antarctic	Match
96	Spectrogram 1	3	2019/2/4  16:56:21.1677	11781.167689855	11787.503092482	21.2	28.4	Antarctic	Match
97	Spectrogram 1	3	2019/2/4  16:56:57.4658	11817.465820199	11825.291905797	17.3	29.3	Antarctic	Match
98	Spectrogram 1	3	2019/2/4  16:58:08.9441	11888.944087409	11897.291912047	21.6	27.9	Antarctic	
99	Spectrogram 1	3	2019/2/4  16:59:01.2671	11941.267078442	11962.881981522	18.8	28.8	Antarctic	Match
100	Spectrogram 1	3	2019/2/4  17:01:28.1739	12088.173903986	12101.291914130	19.2	29.3	Antarctic	Match
101	Spectrogram 1	3	2019/2/4  17:02:14.1615	12134.161473641	12141.763956793	20.2	29.8	Antarctic	Match
102	Spectrogram 1	3	2019/2/4  17:02:31.9752	12151.975153895	12161.142854167	19.2	27.9	Antarctic	Match
103	Spectrogram 1	3	2019/2/4  17:18:26.6832	13106.683212681	13118.086937409	21.2	28.8	Antarctic	
104	Spectrogram 1	3	2019/2/4  17:19:22.6584	13162.658376993	13163.850923370	60.6	94.7	D	Match
105	Spectrogram 1	3	2019/2/4  17:19:38.1615	13178.161479891	13188.521726540	19.2	30.8	Antarctic	
106	Spectrogram 1	1	2019/2/4  17:24:18.6025	13459.602481069	13472.422354620	20.7	28.4	Antarctic	Match
107	Spectrogram 1	1	2019/2/4  17:25:22.8509	13523.850917120	13539.130417572	20.2	29.8	Antarctic	Match
108	Spectrogram 1	1	2019/2/4  17:25:02.8012	13503.801231159	13506.931665399	27.9	88.5	D	Match
109	Spectrogram 1	1	2019/2/4  17:25:07.6460	13508.645950815	13511.403714312	30.8	88.5	D	Match
110	Spectrogram 1	1	2019/2/4  17:25:18.1553	13519.155265761	13522.509302446	33.2	69.2	D	Match
111	Spectrogram 1	1	2019/2/4  17:25:13.4596	13514.459614402	13517.142843750	33.2	80.3	D	
112	Spectrogram 1	1	2019/2/4  17:26:18.8261	13579.826081431	13587.726701178	21.2	27.4	Antarctic	Match
113	Spectrogram 1	1	2019/2/4  17:27:52.1429	13673.142854167	13683.875771558	17.8	29.3	Antarctic	
114	Spectrogram 1	1	2019/2/4  17:28:48.9379	13729.937875362	13744.248431884	19.2	29.3	Antarctic	Match
115	Spectrogram 1	1	2019/2/4  17:31:12.4161	13873.416148822	13885.043475996	18.3	29.3	Antarctic	Match
116	Spectrogram 1	1	2019/2/4  17:32:22.9255	13943.925453351	13962.558990489	18.8	30.3	Antarctic	Match
117	Spectrogram 1	1	2019/2/4  17:33:27.2484	14008.248442301	14024.571420833	18.3	27.9	Antarctic	Match
118	Spectrogram 1	1	2019/2/4  17:34:17.4845	14058.484458424	14069.068307518	18.3	31.7	Antarctic	Match
119	Spectrogram 1	1	2019/2/4  17:34:34.0310	14075.031039402	14094.782588768	17.8	29.3	Antarctic	Match
120	Spectrogram 1	1	2019/2/4  17:35:05.1863	14106.186332246	14117.217386232	21.2	28.4	Antarctic	Match
121	Spectrogram 1	1	2019/2/4  17:36:53.2609	14214.260866395	14232.372664493	18.8	28.8	Antarctic	Match
122	Spectrogram 1	1	2019/2/4  17:39:16.5155	14357.515518659	14365.863343297	19.2	29.3	Antarctic	Match
123	Spectrogram 1	1	2019/2/4  17:39:40.7391	14381.739116938	14387.329178080	20.7	30.3	Antarctic	
124	Spectrogram 1	1	2019/2/4  17:39:48.6397	14389.639736685	14395.006195380	20.2	30.8	Antarctic	Match
125	Spectrogram 1	1	2019/2/4  17:40:12.6708	14412.670807337	14429.291922464	21.2	28.8	Antarctic	Match
126	Spectrogram 1	1	2019/2/4  17:41:13.9379	14473.937877446	14476.844709239	56.2	82.2	D	Match
127	Spectrogram 1	1	2019/2/4  17:41:22.4348	14482.434770380	14499.354022101	20.7	30.3	Antarctic	Match
128	Spectrogram 1	1	2019/2/4  17:42:33.6894	14553.689435145	14570.683221014	18.3	29.8	Antarctic	Match
129	Spectrogram 1	1	2019/2/4  17:42:57.9130	14577.913033424	14594.981353442	20.2	28.4	Antarctic	Match
130	Spectrogram 1	1	2019/2/4  17:42:42.1118	14562.111793931	14566.360240399	74.0	96.2	D	Match
131	Spectrogram 1	1	2019/2/4  17:43:44.2733	14624.273273822	14637.242215670	19.7	29.3	Antarctic	Match
132	Spectrogram 1	1	2019/2/4  17:44:55.6025	14695.602472736	14712.819861051	19.7	28.8	Antarctic	Match
133	Spectrogram 1	1	2019/2/4  17:45:13.7888	14713.788804982	14717.366444112	37.5	95.7	D	Match
134	Spectrogram 1	1	2019/2/4  17:46:01.6397	14761.639747101	14779.006203714	20.7	29.3	Antarctic	Match
135	Spectrogram 1	1	2019/2/4  17:46:32.9441	14792.944089493	14796.447194475	57.7	94.7	D	
136	Spectrogram 1	1	2019/2/4  17:47:12.3727	14832.372654076	14848.770166757	18.8	30.8	Antarctic	Match
137	Spectrogram 1	1	2019/2/4  17:47:59.7019	14879.701857156	14883.279496286	48.6	88.0	D	
138	Spectrogram 1	1	2019/2/4  17:48:10.2112	14890.211172101	14898.111791848	20.7	28.8	Antarctic	Match
139	Spectrogram 1	1	2019/2/4  17:49:06.7826	14946.782590851	14949.689422645	39.4	86.1	D	Match
140	Spectrogram 1	1	2019/2/4  17:49:11.5528	14951.552776359	14953.937869112	57.2	84.1	D	Match
141	Spectrogram 1	1	2019/2/4  17:49:41.8137	14981.813659420	14986.136640036	37.0	96.6	D	
142	Spectrogram 1	1	2019/2/4  17:50:21.3168	15021.316758152	15040.248431884	16.3	28.4	Antarctic	Match
143	Spectrogram 1	1	2019/2/4  17:50:27.1304	15027.130421739	15030.484458424	29.8	70.7	D	
144	Spectrogram 1	1	2019/2/4  17:50:31.0062	15031.006197464	15033.987563406	44.2	93.8	D	
145	Spectrogram 1	1	2019/2/4  17:51:35.3292	15095.329186413	15112.546574728	20.7	29.8	Antarctic	
146	Spectrogram 1	1	2019/2/4  17:52:51.3540	15171.354017935	15174.186315580	41.3	95.7	D	Match
147	Spectrogram 1	1	2019/2/4  17:52:46.0621	15166.062093388	15173.739110688	21.6	30.8	Antarctic	
148	Spectrogram 1	1	2019/2/4  17:52:53.1242	15173.124211775	15175.658372826	29.8	98.6	D	
149	Spectrogram 1	1	2019/2/4  17:52:56.1056	15176.105577717	15179.385080254	41.8	78.8	D	Match
150	Spectrogram 1	1	2019/2/4  17:53:00.8012	15180.801229076	15190.639736685	15.9	30.3	Antarctic	Match
151	Spectrogram 1	1	2019/2/4  17:53:30.1677	15210.167683605	15213.521720290	32.2	74.0	D	
