Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
24	Spectrogram 1	2	2019/2/4  5:07:35.1242	2855.124215942	2859.968935598	24.500	76.900	D	
25	Spectrogram 1	2	2019/2/4  5:10:31.0994	3031.099359420	3033.782588768	56.100	95.300	D	
26	Spectrogram 1	2	2019/2/4  5:15:03.8012	3303.801241576	3309.391302717	20.800	30.200	Antarctic	
27	Spectrogram 1	2	2019/2/4  5:17:05.6832	3425.683221014	3431.049679710	32.100	69.300	D	Match
28	Spectrogram 1	2	2019/2/4  5:17:11.5714	3431.571418750	3436.863343297	16.000	80.700	D	
29	Spectrogram 1	2	2019/2/4  5:17:17.4596	3437.459616486	3443.198745924	36.300	77.400	D	Match
30	Spectrogram 1	2	2019/2/4  5:17:33.5590	3453.558992572	3457.956507337	22.600	33.000	Antarctic	
31	Spectrogram 1	2	2019/2/4  5:17:37.6584	3457.658370743	3462.577624547	30.700	78.300	D	Match
32	Spectrogram 1	2	2019/2/4  5:17:57.7826	3477.782590851	3481.509298279	20.300	28.800	Antarctic	Match
33	Spectrogram 1	2	2019/2/4  5:17:55.8447	3475.844702989	3480.913025091	33.500	68.400	D	Match
34	Spectrogram 1	2	2019/2/4  5:18:05.9068	3485.906813043	3488.739110688	24.500	85.800	D	Match
35	Spectrogram 1	2	2019/2/4  5:18:10.8261	3490.826066848	3493.732898641	30.700	81.600	D	
36	Spectrogram 1	2	2019/2/4  5:18:25.1366	3505.136642120	3510.428566667	28.800	69.800	D	Match
37	Spectrogram 1	2	2019/2/4  5:18:31.6956	3511.695647192	3516.689435145	36.800	70.300	D	Match
38	Spectrogram 1	2	2019/2/4  5:20:52.9814	3653.981355525	3658.751541033	45.800	67.500	D	Match
39	Spectrogram 1	2	2019/2/4  5:27:31.5155	4052.515522826	4054.229808243	73.600	99.100	D	Match
40	Spectrogram 1	2	2019/2/4  5:39:52.9814	4793.981363859	4797.931673732	20.800	78.300	D	
41	Spectrogram 1	2	2019/2/4  5:46:45.0372	5205.037249366	5212.341595924	20.300	27.800	Antarctic	
42	Spectrogram 1	2	2019/2/4  5:47:43.1739	5263.173903986	5267.422350453	48.600	93.400	D	
43	Spectrogram 1	2	2019/2/4  5:48:57.8571	5337.857139583	5342.552790942	38.700	89.600	D	Match
44	Spectrogram 1	2	2019/2/4  5:49:36.5404	5376.540362681	5380.267070109	46.200	67.500	D	Match
45	Spectrogram 1	2	2019/2/4  5:49:44.5155	5384.515516576	5388.465826449	44.800	73.100	D	
46	Spectrogram 1	2	2019/2/4  5:56:06.4286	5766.428568750	5770.080742029	37.700	91.000	D	Match
47	Spectrogram 1	2	2019/2/4  5:59:32.5900	5972.590042391	5977.136625453	40.100	83.500	D	Match
48	Spectrogram 1	2	2019/2/4  6:00:33.1863	6033.186323913	6036.391292301	50.000	93.900	D	Match
49	Spectrogram 1	2	2019/2/4  6:00:43.9192	6043.919241304	6047.571414583	48.100	80.200	D	Match
50	Spectrogram 1	2	2019/2/4  6:02:32.5900	6152.590048641	6156.167687772	43.900	88.700	D	Match
51	Spectrogram 1	2	2019/2/4  6:05:20.8137	6320.813659420	6323.645957065	34.000	75.500	D	Match
52	Spectrogram 1	2	2019/2/4  6:05:26.4037	6326.403720562	6328.490676721	31.600	61.300	D	Match
53	Spectrogram 1	2	2019/2/4  6:05:52.2671	6352.267070109	6355.621106793	27.800	78.300	D	Match
54	Spectrogram 1	2	2019/2/4  6:06:00.0932	6360.093155707	6363.968931431	26.900	66.500	D	Match
55	Spectrogram 1	2	2019/2/4  6:06:10.1553	6370.155265761	6372.167687772	29.200	63.700	D	Match
56	Spectrogram 1	2	2019/2/4  6:07:17.0124	6437.012415761	6439.248440217	40.100	68.900	D	Match
57	Spectrogram 1	2	2019/2/4  6:07:44.9627	6464.962721467	6467.795019112	40.600	78.300	D	Match
58	Spectrogram 1	2	2019/2/4  6:08:10.9006	6490.900605163	6493.062095471	46.200	75.000	D	
59	Spectrogram 1	2	2019/2/4  6:12:19.8447	6739.844717572	6743.422356703	50.000	80.200	D	Match
60	Spectrogram 1	2	2019/2/4  6:13:07.2484	6787.248436051	6791.422348370	27.800	72.600	D	Match
61	Spectrogram 1	2	2019/2/4  6:13:36.0186	6816.018617391	6818.701846739	28.300	75.000	D	Match
62	Spectrogram 1	2	2019/2/4  6:13:40.1180	6820.117995562	6822.354020018	39.200	86.300	D	Match
63	Spectrogram 1	2	2019/2/4  6:13:46.1553	6826.155261594	6828.987559239	33.000	72.600	D	Match
64	Spectrogram 1	2	2019/2/4  6:17:00.7640	7020.763960960	7023.968929348	29.700	56.100	D	Match
65	Spectrogram 1	2	2019/2/4  6:18:42.2795	7122.279490036	7126.229799909	44.800	75.000	D	
66	Spectrogram 1	2	2019/2/4  6:18:58.9006	7138.900605163	7141.434766214	46.700	78.800	D	
67	Spectrogram 1	2	2019/2/4  6:19:45.9317	7185.931671649	7188.465832699	60.400	90.600	D	Match
68	Spectrogram 1	2	2019/2/4  6:20:10.9751	7210.975145562	7213.583840761	32.500	67.500	D	
69	Spectrogram 1	2	2019/2/4  6:20:20.9627	7220.962721467	7223.869553261	25.900	56.600	D	Match
70	Spectrogram 1	2	2019/2/4  6:20:28.3416	7228.341602174	7233.484458424	30.200	75.900	D	Match
71	Spectrogram 1	2	2019/2/4  6:20:34.8261	7234.826073098	7237.807439040	26.900	58.000	D	
72	Spectrogram 1	2	2019/2/4  6:20:41.8323	7241.832283062	7244.590046558	24.500	64.600	D	Match
73	Spectrogram 1	2	2019/2/4  6:23:20.1429	7400.142852083	7402.975149728	54.200	75.000	D	
74	Spectrogram 1	2	2019/2/4  6:27:05.9814	7625.981359692	7628.739123188	59.900	88.700	D	
75	Spectrogram 1	2	2019/2/4  6:30:48.2422	7848.242228170	7852.118003895	29.700	77.800	D	
76	Spectrogram 1	2	2019/2/4  6:31:00.2422	7860.242226087	7863.596262772	37.700	84.000	D	
77	Spectrogram 1	2	2019/2/4  6:32:43.4720	7963.472040580	7967.422350453	42.000	84.900	D	
78	Spectrogram 1	2	2019/2/4  6:37:56.8137	8276.813657337	8282.254650181	21.200	28.800	Antarctic	
79	Spectrogram 1	2	2019/2/4  6:38:51.3727	8331.372654076	8334.503088315	54.200	84.900	D	Match
80	Spectrogram 1	2	2019/2/4  6:43:32.9317	8613.931667482	8621.161479891	19.300	30.200	Antarctic	Match
81	Spectrogram 1	2	2019/2/4  6:44:45.1553	8686.155276178	8693.012417844	19.800	28.800	Antarctic	Match
82	Spectrogram 1	2	2019/2/4  6:45:30.0248	8731.024833605	8733.782597101	48.100	74.100	D	Match
83	Spectrogram 1	2	2019/2/4  6:45:41.8012	8742.801229076	8745.782595018	38.200	71.700	D	Match
84	Spectrogram 1	2	2019/2/4  6:45:57.6770	8758.677002717	8763.968927264	35.800	81.600	D	Match
85	Spectrogram 1	2	2019/2/4  6:48:17.5776	8898.577637047	8906.925461685	19.800	31.600	Antarctic	Match
86	Spectrogram 1	2	2019/2/4  6:50:13.9255	9014.925461685	9020.366454529	19.800	29.200	Antarctic	
87	Spectrogram 1	2	2019/2/4  6:50:38.3727	9039.372662409	9041.906823460	44.800	82.500	D	Match
88	Spectrogram 1	2	2019/2/4  6:56:47.0932	9408.093151540	9415.248429801	18.400	29.200	Antarctic	
89	Spectrogram 1	2	2019/2/4  6:57:26.9689	9447.968939764	9449.385088587	35.400	60.800	40Hz	
90	Spectrogram 1	2	2019/2/4  7:03:19.1925	9799.192531793	9805.080729529	22.200	27.400	Antarctic	
91	Spectrogram 1	2	2019/2/4  7:04:38.6460	9878.645952899	9886.919243388	21.200	30.200	Antarctic	Match
92	Spectrogram 1	3	2019/2/4  7:08:28.7329	10108.732917391	10115.962729801	20.800	33.500	Antarctic	
94	Spectrogram 1	3	2019/2/4  7:09:38.8696	10178.869551178	10187.739114855	21.200	31.600	Antarctic	Match
95	Spectrogram 1	3	2019/2/4  7:10:47.8137	10247.813657337	10265.180113949	19.300	28.800	Antarctic	Match
96	Spectrogram 1	3	2019/2/4  7:12:04.3602	10324.360246649	10336.956517754	19.800	29.200	Antarctic	Match
97	Spectrogram 1	3	2019/2/4  7:14:10.6956	10450.695647192	10458.372664493	19.800	28.300	Antarctic	
98	Spectrogram 1	3	2019/2/4  7:16:06.4472	10566.447198641	10574.198750091	19.300	29.700	Antarctic	Match
99	Spectrogram 1	3	2019/2/4  7:16:27.6894	10587.689430978	10593.279492120	33.500	72.200	D	Match
100	Spectrogram 1	3	2019/2/4  7:16:34.6956	10594.695640942	10599.391292301	29.200	81.600	D	Match
101	Spectrogram 1	3	2019/2/4  7:16:40.5093	10600.509304529	10603.937875362	62.300	84.900	D	Match
102	Spectrogram 1	3	2019/2/4  7:16:51.6149	10611.614892663	10615.490668388	40.600	86.800	D	Match
103	Spectrogram 1	3	2019/2/4  7:17:02.4969	10622.496878351	10626.372654076	49.500	78.800	D	Match
104	Spectrogram 1	3	2019/2/4  7:18:23.2174	10703.217379982	10710.596260688	19.800	30.200	Antarctic	
105	Spectrogram 1	3	2019/2/4  7:19:26.4969	10766.496890851	10774.248442301	20.300	31.100	Antarctic	
106	Spectrogram 1	3	2019/2/4  7:20:25.2298	10825.229799909	10834.621102627	22.600	28.300	Antarctic	
107	Spectrogram 1	3	2019/2/4  7:20:45.6522	10845.652156612	10853.701844656	19.300	29.200	Antarctic	
108	Spectrogram 1	3	2019/2/4  7:20:51.7640	10851.763956793	10854.372651993	41.500	80.700	D	Match
109	Spectrogram 1	3	2019/2/4  7:21:01.3043	10861.304346558	10868.012419928	19.800	29.700	Antarctic	
111	Spectrogram 1	3	2019/2/4  7:21:09.6522	10869.652171196	10872.037263949	44.300	79.200	D	Match
112	Spectrogram 1	3	2019/2/4  7:21:36.0373	10896.037259783	10906.695643025	18.900	30.200	Antarctic	
113	Spectrogram 1	3	2019/2/4  7:22:44.0124	10964.012411594	10975.565204620	19.800	30.700	Antarctic	Match
114	Spectrogram 1	3	2019/2/4  7:23:01.7515	10981.751538949	10987.714270833	16.500	29.200	Antarctic	
115	Spectrogram 1	3	2019/2/4  7:23:48.4845	11028.484468841	11041.677013134	19.800	28.800	Antarctic	Match
116	Spectrogram 1	3	2019/2/4  7:24:58.5466	11098.546568478	11110.322963949	18.400	30.700	Antarctic	Match
117	Spectrogram 1	3	2019/2/4  7:25:16.6584	11116.658366576	11123.515508243	17.000	30.200	Antarctic	
118	Spectrogram 1	3	2019/2/4  7:27:18.2981	11238.298134511	11256.782603351	17.900	30.200	Antarctic	Match
119	Spectrogram 1	3	2019/2/4  7:28:32.0869	11312.086941576	11321.999983333	19.300	32.500	Antarctic	Match
120	Spectrogram 1	3	2019/2/4  7:29:38.7950	11378.795023279	11385.875767391	19.300	29.700	Antarctic	Match
121	Spectrogram 1	3	2019/2/4  7:30:09.5031	11409.503092482	11413.378868207	28.300	70.800	D	Match
122	Spectrogram 1	3	2019/2/4  7:31:01.6770	11461.677015217	11468.534156884	17.000	30.200	Antarctic	
123	Spectrogram 1	3	2019/2/4  7:32:05.4782	11525.478246377	11534.795014946	21.200	27.800	Antarctic	Match
124	Spectrogram 1	3	2019/2/4  7:31:43.1925	11503.192535960	11509.229801993	43.900	92.000	D	Match
125	Spectrogram 1	3	2019/2/4  7:32:53.4783	11573.478256793	11577.204964221	51.400	98.600	D	Match
126	Spectrogram 1	3	2019/2/4  7:33:13.3043	11593.304340308	11595.242228170	39.200	66.500	D	Match
127	Spectrogram 1	3	2019/2/4  7:33:13.6770	11593.677011051	11606.198748007	18.900	29.700	Antarctic	Match
128	Spectrogram 1	3	2019/2/4  7:34:30.2981	11670.298134511	11673.055898007	50.900	81.600	D	Match
129	Spectrogram 1	3	2019/2/4  7:34:29.1801	11669.180122283	11680.509312862	20.300	28.800	Antarctic	Match
130	Spectrogram 1	3	2019/2/4  7:35:40.0621	11740.062097554	11749.155263678	18.900	31.600	Antarctic	Match
131	Spectrogram 1	3	2019/2/4  7:36:47.8137	11807.813657337	11817.055891757	19.300	29.200	Antarctic	Match
132	Spectrogram 1	3	2019/2/4  7:37:15.9130	11835.913031341	11839.788807065	25.000	71.700	D	Match
133	Spectrogram 1	3	2019/2/4  7:37:21.6522	11841.652160779	11846.049675543	20.800	72.200	D	Match
134	Spectrogram 1	3	2019/2/4  7:37:42.8199	11862.819858967	11865.428554167	39.200	80.700	D	Match
135	Spectrogram 1	3	2019/2/4  7:38:56.0869	11936.086945743	11938.919243388	59.900	93.900	D	
136	Spectrogram 1	3	2019/2/4  7:39:11.9627	11951.962719384	11961.875761141	18.400	28.300	Antarctic	Match
137	Spectrogram 1	3	2019/2/4  7:39:53.7019	11993.701861322	12012.186330163	20.300	30.200	Antarctic	Match
138	Spectrogram 1	3	2019/2/4  7:40:58.3975	12058.397502264	12072.111785598	18.400	31.100	Antarctic	Match
139	Spectrogram 1	3	2019/2/4  7:41:32.0869	12092.086937409	12096.484452174	50.000	92.500	D	Match
140	Spectrogram 1	3	2019/2/4  7:42:13.3789	12133.378874457	12142.024835688	18.400	29.700	Antarctic	
141	Spectrogram 1	3	2019/2/4  7:48:10.0994	12490.099365670	12500.832283062	20.800	28.300	Antarctic	Match
142	Spectrogram 1	3	2019/2/4  7:49:35.1428	12575.142847917	12583.192535960	21.200	27.800	Antarctic	
143	Spectrogram 1	3	2019/2/4  7:50:30.3727	12630.372651993	12638.869544928	19.800	30.200	Antarctic	Match
144	Spectrogram 1	3	2019/2/4  7:54:16.7329	12856.732917391	12861.055898007	39.200	75.500	D	Match
145	Spectrogram 1	3	2019/2/4  7:55:24.6335	12924.633526721	12929.180109783	36.300	98.600	D	Match
146	Spectrogram 1	3	2019/2/4  7:57:10.3230	13030.322968116	13046.571412500	18.400	29.200	Antarctic	Match
147	Spectrogram 1	3	2019/2/4  7:57:28.8820	13048.881971105	13055.142839583	16.000	35.400	Antarctic	Match
148	Spectrogram 1	3	2019/2/4  7:57:37.3789	13057.378864040	13062.223583696	25.500	70.800	D	Match
149	Spectrogram 1	3	2019/2/4  7:58:07.4161	13087.416144656	13093.527944837	34.400	70.300	D	Match
150	Spectrogram 1	3	2019/2/4  7:57:51.1677	13071.167700272	13082.049685960	18.400	30.200	Antarctic	Match
151	Spectrogram 1	3	2019/2/4  7:58:28.8820	13108.881979438	13117.527940670	17.900	30.200	Antarctic	Match
152	Spectrogram 1	3	2019/2/4  7:58:38.6460	13118.645952899	13122.596262772	27.400	73.100	D	Match
153	Spectrogram 1	3	2019/2/4  8:08:46.6894	13727.689439312	13733.279500453	32.212	69.231	D	Match
154	Spectrogram 1	3	2019/2/4  8:08:52.5031	13733.503102899	13737.527946920	41.346	79.808	D	Match
155	Spectrogram 1	3	2019/2/4  8:08:57.4224	13738.422356703	13744.310554438	39.423	78.365	D	Match
156	Spectrogram 1	3	2019/2/4  8:09:03.6832	13744.683225181	13746.844715489	29.327	79.808	D	Match
157	Spectrogram 1	3	2019/2/4  8:09:18.9627	13759.962725634	13764.434774547	25.962	69.712	D	Match
158	Spectrogram 1	3	2019/2/4  8:09:24.4037	13765.403718478	13768.459618569	24.519	64.904	D	Match
159	Spectrogram 1	3	2019/2/4  8:13:41.8447	14022.844705072	14032.161473641	20.192	28.846	Antarctic	Match
160	Spectrogram 1	3	2019/2/4  8:14:05.6211	14046.621098460	14051.987557156	20.673	27.885	Antarctic	Match
161	Spectrogram 1	3	2019/2/4  8:14:37.8199	14078.819869384	14090.819867301	19.712	28.365	Antarctic	Match
162	Spectrogram 1	3	2019/2/4  8:15:15.1615	14116.161477808	14121.826073098	21.635	28.846	Antarctic	Match
163	Spectrogram 1	3	2019/2/4  8:15:47.0621	14148.062093388	14152.534142301	21.154	28.365	Antarctic	
164	Spectrogram 1	3	2019/2/4  8:19:45.5714	14386.571425000	14392.534156884	20.673	27.885	Antarctic	
165	Spectrogram 1	3	2019/2/4  8:19:55.5590	14396.559000906	14403.267074275	18.269	30.769	Antarctic	
166	Spectrogram 1	3	2019/2/4  8:20:10.8696	14410.869557428	14419.590052808	20.673	28.846	Antarctic	
167	Spectrogram 1	3	2019/2/4  8:20:21.0807	14421.080735779	14430.695640942	19.231	27.885	Antarctic	
168	Spectrogram 1	3	2019/2/4  8:21:05.3540	14465.354020018	14471.167683605	21.635	28.846	Antarctic	
169	Spectrogram 1	3	2019/2/4  8:24:25.8509	14665.850917120	14670.844705072	19.231	29.327	Antarctic	Match
170	Spectrogram 1	3	2019/2/4  8:30:46.0497	15046.049683877	15049.031049819	32.212	77.404	D	
171	Spectrogram 1	3	2019/2/4  8:33:48.2112	15228.211161685	15236.633520471	21.635	29.327	Antarctic	Match
172	Spectrogram 1	3	2019/2/4  8:34:49.1801	15289.180113949	15295.813653170	21.154	28.846	Antarctic	Match
173	Spectrogram 1	3	2019/2/4  8:36:35.4658	15395.465828533	15403.962721467	20.192	30.769	Antarctic	Match
174	Spectrogram 1	3	2019/2/4  8:37:32.1118	15452.111800181	15457.254656431	21.154	31.731	Antarctic	Match
175	Spectrogram 1	3	2019/2/4  8:37:54.6211	15474.621113043	15479.763969293	21.154	30.288	Antarctic	Match
176	Spectrogram 1	3	2019/2/4  8:39:10.4969	15550.496876268	15563.093147373	20.673	30.288	Antarctic	Match
177	Spectrogram 1	3	2019/2/4  8:49:36.4348	16176.434768297	16190.894393116	19.231	28.846	Antarctic	
178	Spectrogram 1	3	2019/2/4  8:50:44.7826	16244.782601268	16252.459618569	18.269	31.731	Antarctic	
179	Spectrogram 1	3	2019/2/4  8:51:49.3292	16309.329173913	16316.186315580	21.635	29.808	Antarctic	
180	Spectrogram 1	3	2019/2/4  8:53:50.2236	16430.223600362	16437.751549366	19.712	29.327	Antarctic	Match
181	Spectrogram 1	3	2019/2/4  8:55:15.3416	16515.341598007	16523.018615308	18.269	32.212	Antarctic	
