Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
63	Spectrogram 1	1	2019/2/4  18:29:01.6956	2941.695637047	2946.838493297	20.8	29.2	Antarctic	Match
64	Spectrogram 1	1	2019/2/4  18:33:21.0745	3201.074511504	3202.341592029	35.6	69.4	40Hz	
65	Spectrogram 1	1	2019/2/4  18:35:19.7329	3319.732894746	3327.111775453	19.4	30.1	Antarctic	Match
66	Spectrogram 1	1	2019/2/4  18:38:21.8199	3501.819857156	3508.378862228	19.9	28.7	Antarctic	Match
67	Spectrogram 1	1	2019/2/4  18:40:43.7764	3644.776372826	3649.173887591	33.3	78.7	D	Match
68	Spectrogram 1	1	2019/2/4  18:41:08.2236	3669.223573551	3674.962702989	18.1	29.6	Antarctic	Match
69	Spectrogram 1	1	2019/2/4  18:41:42.5838	3703.583834783	3714.838491214	19.9	30.6	Antarctic	Match
70	Spectrogram 1	1	2019/2/4  18:42:49.7391	3770.739102627	3780.726678533	19.4	30.1	Antarctic	Match
71	Spectrogram 1	1	2019/2/4  18:43:47.8758	3828.875757246	3841.322960054	19.0	30.1	Antarctic	Match
72	Spectrogram 1	1	2019/2/4  18:44:36.8447	3877.844692844	3890.217361504	20.4	29.6	Antarctic	Match
73	Spectrogram 1	1	2019/2/4  18:44:39.5279	3880.527922192	3884.478232065	50.5	81.5	D	Match
74	Spectrogram 1	1	2019/2/4  18:45:21.0435	3922.043461685	3932.105571739	19.9	29.6	Antarctic	Match
75	Spectrogram 1	1	2019/2/4  18:45:48.9192	3949.919233243	3968.999975272	20.8	30.1	Antarctic	Match
76	Spectrogram 1	1	2019/2/4  18:46:48.3975	4009.397502536	4014.614892935	30.6	74.1	D	Match
77	Spectrogram 1	1	2019/2/4  18:46:20.0000	3980.999973188	3988.676990489	19.9	28.7	Antarctic	
78	Spectrogram 1	1	2019/2/4  18:46:36.3230	3997.322951721	4004.329161685	13.9	30.1	Antarctic	Match
79	Spectrogram 1	1	2019/2/4  18:51:18.9565	4279.956499275	4288.826062953	19.9	28.2	Antarctic	
80	Spectrogram 1	1	2019/2/4  18:52:25.0683	4346.068307790	4348.602468841	37.5	83.8	D	Match
81	Spectrogram 1	1	2019/2/4  18:53:36.2484	4417.248419656	4420.006183152	46.3	95.8	D	Match
82	Spectrogram 1	1	2019/2/4  18:56:00.8447	4561.844705344	4564.826071286	31.0	85.6	D	Match
83	Spectrogram 1	1	2019/2/4  18:58:50.8571	4731.857116938	4733.571402355	47.2	84.7	D	Match
84	Spectrogram 1	1	2019/2/4  18:58:53.1677	4734.167675543	4736.031029257	48.1	82.4	D	Match
85	Spectrogram 1	1	2019/2/4  18:58:55.5528	4736.552768297	4737.819848822	62.0	83.3	D	match
86	Spectrogram 1	1	2019/2/4  19:05:43.5838	5143.583828533	5147.236001812	50.0	87.5	D	Match
87	Spectrogram 1	1	2019/2/4  19:05:47.9813	5147.981343297	5150.291901902	44.0	87.5	D	Match
88	Spectrogram 1	1	2019/2/4  19:06:27.0372	5187.037237138	5190.987547011	39.8	98.6	D	Match
89	Spectrogram 1	1	2019/2/4  19:08:41.6459	5321.645946920	5324.701847011	59.3	95.8	D	
90	Spectrogram 1	1	2019/2/4  19:08:47.1615	5327.161473913	5329.695634964	37.5	88.0	D	Match
91	Spectrogram 1	1	2019/2/4  19:08:59.2360	5339.236005978	5343.111781703	62.5	96.8	D	Match
92	Spectrogram 1	1	2019/2/4  19:10:57.9689	5457.968923370	5461.099357609	63.9	89.4	D	Match
93	Spectrogram 1	1	2019/2/4  19:11:14.9627	5474.962709239	5478.838484964	57.9	88.9	D	Match
94	Spectrogram 1	1	2019/2/4  19:11:31.1366	5491.136619475	5494.490656159	42.6	69.9	D	Match
95	Spectrogram 1	1	2019/2/4  19:19:31.6584	5971.658368931	5978.739113043	19.9	28.7	Antarctic	
96	Spectrogram 1	1	2019/2/4  19:22:58.0435	6178.043463768	6184.975139583	20.4	29.6	Antarctic	
97	Spectrogram 1	1	2019/2/4  19:25:08.0000	6308.999981522	6312.726688949	50.0	87.0	D	
98	Spectrogram 1	1	2019/2/4  19:25:16.3043	6316.304328080	6324.875755163	20.4	28.7	Antarctic	
99	Spectrogram 1	1	2019/2/4  19:26:20.6273	6380.627298279	6386.739098460	26.9	83.8	D	
100	Spectrogram 1	1	2019/2/4  19:26:31.5838	6391.583836866	6394.714271105	33.8	71.8	D	Match
101	Spectrogram 1	1	2019/2/4  19:26:39.9317	6399.931661504	6403.285698188	26.9	71.8	D	Match
102	Spectrogram 1	1	2019/2/4  19:27:30.0186	6450.018609330	6457.248421739	18.1	31.0	Antarctic	
103	Spectrogram 1	1	2019/2/4  19:27:07.8074	6427.807433062	6431.459606341	46.8	85.6	D	
104	Spectrogram 1	1	2019/2/4  19:28:12.5031	6492.503092754	6497.795017301	20.8	30.1	Antarctic	
105	Spectrogram 1	1	2019/2/4  19:33:03.1118	6783.111775453	6786.093141395	43.1	84.3	D	
106	Spectrogram 1	1	2019/2/4  19:35:23.8323	6923.832285417	6926.440980616	20.8	55.1	D	Match
107	Spectrogram 1	1	2019/2/4  19:35:28.3043	6928.304334330	6931.807439312	20.4	58.3	D	Match
108	Spectrogram 1	1	2019/2/4  19:37:46.4907	7066.490664493	7070.142837772	39.4	79.2	D	
109	Spectrogram 1	1	2019/2/4  19:38:24.6521	7104.652148551	7109.869538949	26.9	86.6	D	Match
110	Spectrogram 1	1	2019/2/4  19:40:01.5466	7201.546560417	7209.074509420	19.0	28.2	Antarctic	Match
111	Spectrogram 1	1	2019/2/4  19:42:16.3043	7336.304319746	7340.701834511	46.3	84.3	D	Match
112	Spectrogram 1	1	2019/2/4  19:40:46.5652	7246.565204891	7256.329178351	20.8	29.6	Antarctic	Match
113	Spectrogram 1	1	2019/2/4  19:41:10.1180	7270.117995833	7278.763957065	19.0	28.2	Antarctic	Match
114	Spectrogram 1	1	2019/2/4  19:42:17.7205	7337.720468569	7345.024815127	20.4	29.2	Antarctic	
115	Spectrogram 1	1	2019/2/4  19:42:41.1242	7361.124209964	7366.043463768	20.8	29.2	Antarctic	
116	Spectrogram 1	1	2019/2/4  19:42:56.9254	7376.925449457	7380.726691033	21.3	28.2	Antarctic	
117	Spectrogram 1	1	2019/2/4  19:43:51.9317	7431.931651087	7437.372643931	12.0	31.0	D	Match
118	Spectrogram 1	1	2019/2/4  19:44:00.1304	7440.130407428	7444.751524638	13.0	30.1	D	Match
119	Spectrogram 1	1	2019/2/4  19:44:03.0372	7443.037239221	7446.763946649	38.0	75.0	D	
120	Spectrogram 1	1	2019/2/4  19:44:45.2981	7485.298120199	7497.074515670	19.0	30.1	Antarctic	Match
121	Spectrogram 1	1	2019/2/4  19:46:24.9503	7584.950295562	7589.944083514	38.0	80.6	D	
122	Spectrogram 1	1	2019/2/4  19:47:43.2857	7663.285685688	7667.981337047	37.5	81.0	D	
123	Spectrogram 1	1	2019/2/4  19:47:49.6211	7669.621088315	7673.571398188	30.6	81.5	D	Match
124	Spectrogram 1	1	2019/2/4  19:50:24.3540	7824.354018207	7832.776376993	16.7	29.6	Antarctic	Match
125	Spectrogram 1	1	2019/2/4  19:50:36.6522	7836.652152717	7843.062089493	28.2	77.3	D	Match
126	Spectrogram 1	1	2019/2/4  19:51:26.2174	7886.217361504	7894.192515399	18.5	28.7	Antarctic	Match
127	Spectrogram 1	1	2019/2/4  19:55:13.3975	8113.397502536	8123.683215036	20.4	29.2	Antarctic	
128	Spectrogram 1	1	2019/2/4  19:55:27.7826	8127.782593207	8143.285696105	22.7	28.7	Antarctic	
129	Spectrogram 1	1	2019/2/4  19:57:03.5590	8223.558992844	8225.720483152	31.0	73.6	D	
130	Spectrogram 1	1	2019/2/4  19:57:07.0621	8227.062097826	8233.248432156	36.6	81.5	D	Match
131	Spectrogram 1	1	2019/2/4  19:57:07.8074	8227.807439312	8234.440978533	22.2	28.7	Antarctic	
132	Spectrogram 1	1	2019/2/4  19:57:27.6335	8247.633522826	8259.111781703	19.4	28.7	Antarctic	Match
133	Spectrogram 1	1	2019/2/4  19:58:26.9627	8306.962705072	8310.316741757	58.8	81.0	D	Match
134	Spectrogram 1	1	2019/2/4  19:58:40.0062	8320.006181069	8323.658354348	31.9	81.5	D	
135	Spectrogram 1	1	2019/2/4  20:00:54.7329	8455.732903080	8469.298118116	14.8	30.1	Antarctic	Match
136	Spectrogram 1	1	2019/2/4  20:01:13.3664	8474.366440217	8480.403706250	28.7	83.3	D	Match
137	Spectrogram 1	1	2019/2/4  20:01:16.6459	8477.645942754	8481.968923370	42.6	80.1	D	
138	Spectrogram 1	1	2019/2/4  20:01:36.7702	8497.770162862	8505.521714312	14.4	29.2	Antarctic	Match
139	Spectrogram 1	1	2019/2/4  20:01:53.4658	8514.465812138	8519.608668388	28.2	74.5	D	Match
140	Spectrogram 1	1	2019/2/4  20:01:56.8944	8517.894382971	8522.142829438	29.6	72.7	D	Match
141	Spectrogram 1	1	2019/2/4  20:02:24.6211	8545.621086232	8551.658352264	19.0	29.2	Antarctic	Match
142	Spectrogram 1	1	2019/2/4  20:04:05.1677	8646.167671377	8653.770154529	21.3	30.1	Antarctic	Match
143	Spectrogram 1	1	2019/2/4  20:04:27.7515	8668.751537138	8676.726691033	16.7	29.2	Antarctic	Match
144	Spectrogram 1	1	2019/2/4  20:04:35.2795	8676.279486141	8683.434764402	28.2	81.5	D	Match
145	Spectrogram 1	1	2019/2/4  20:04:59.4286	8700.428550272	8703.260847917	11.1	26.9	20Hz	Match
146	Spectrogram 1	1	2019/2/4  20:05:01.6646	8702.664574728	8705.496872373	14.4	28.2	20Hz	Match
147	Spectrogram 1	1	2019/2/4  20:09:33.9379	8974.937875634	8979.484458696	34.3	76.9	D	
148	Spectrogram 1	1	2019/2/4  20:09:58.4596	8999.459610507	9008.850913225	19.9	28.2	Antarctic	Match
149	Spectrogram 1	1	2019/2/4  20:12:23.3540	9144.354014040	9150.689416667	28.2	75.5	D	Match
150	Spectrogram 1	1	2019/2/4  20:12:17.4658	9138.465816304	9141.298113949	17.6	28.7	20Hz	Match
151	Spectrogram 1	1	2019/2/4  20:28:28.0062	10108.006189402	10115.236001812	19.0	31.0	Antarctic	Match
152	Spectrogram 1	1	2019/2/4  20:28:41.2733	10121.273267844	10127.534136322	11.6	37.5	D	Match
153	Spectrogram 1	1	2019/2/4  20:28:50.2174	10130.217365670	10135.881960960	13.0	36.1	D	Match
154	Spectrogram 1	1	2019/2/4  20:28:57.2236	10137.223575634	10141.695624547	26.9	76.9	D	Match
155	Spectrogram 1	1	2019/2/4  20:43:57.8944	11037.894395471	11041.546568750	37.0	71.8	D	Match
156	Spectrogram 1	1	2019/2/4  20:44:36.8012	11076.801221014	11080.527928442	40.7	79.6	D	Match
157	Spectrogram 1	1	2019/2/4  20:44:20.0000	11060.999981522	11065.173893841	34.7	83.3	D	Match
158	Spectrogram 1	1	2019/2/4  20:44:13.0248	11053.024827627	11057.944081431	34.7	81.0	D	Match
159	Spectrogram 1	1	2019/2/4  20:44:58.3416	11098.341589946	11111.310531793	19.9	29.2	Antarctic	
160	Spectrogram 1	1	2019/2/4  20:46:06.0931	11166.093149728	11178.838489130	20.4	29.6	Antarctic	Match
161	Spectrogram 1	1	2019/2/4  20:47:04.0062	11224.006183152	11230.416119928	19.9	28.2	Antarctic	
162	Spectrogram 1	1	2019/2/4  20:47:18.1677	11238.167671377	11242.937856884	21.3	29.6	Antarctic	
163	Spectrogram 1	1	2019/2/4  20:48:26.2919	11306.291901902	11317.173887591	21.3	30.1	Antarctic	Match
164	Spectrogram 1	1	2019/2/4  20:49:07.5838	11347.583820199	11351.906800815	19.4	58.3	D	Match
165	Spectrogram 1	1	2019/2/4  20:49:35.9813	11375.981349547	11383.583832699	20.8	29.6	Antarctic	
166	Spectrogram 1	1	2019/2/4  20:50:50.3664	11450.366429801	11456.850900725	19.0	29.6	Antarctic	Match
167	Spectrogram 1	1	2019/2/4  20:51:58.1180	11518.117989583	11526.838484964	20.8	31.0	Antarctic	Match
168	Spectrogram 1	1	2019/2/4  20:53:08.1801	11588.180107971	11597.869547283	18.5	29.6	Antarctic	Match
169	Spectrogram 1	1	2019/2/4  20:54:15.1863	11655.186307518	11665.993759058	20.8	28.7	Antarctic	
170	Spectrogram 1	1	2019/2/4  20:56:37.6211	11797.621102899	11803.583834783	19.4	30.6	Antarctic	Match
171	Spectrogram 1	1	2019/2/4  20:57:02.8882	11822.888179257	11830.341594112	19.9	30.1	Antarctic	Match
172	Spectrogram 1	1	2019/2/4  21:14:31.5093	12871.509302717	12874.043463768	52.8	99.1	D	
173	Spectrogram 1	3	2019/2/4  22:09:35.1615	16175.161465580	16185.149041486	18.1	29.2	Antarctic	Match
174	Spectrogram 1	3	2019/2/4  22:14:40.6025	16480.602462591	16482.838487047	41.7	85.6	D	
175	Spectrogram 1	3	2019/2/4  22:15:06.6646	16506.664576540	16509.795010779	24.1	68.5	D	Match
176	Spectrogram 1	3	2019/2/4  22:16:28.5031	16588.503090399	16595.956505254	18.1	32.4	Antarctic	Match
177	Spectrogram 1	3	2019/2/4  22:16:37.4472	16597.447188225	16602.217373732	25.5	88.0	D	Match
178	Spectrogram 1	3	2019/2/4  22:16:48.8509	16608.850912953	16619.285693750	19.0	75.0	D	Match
179	Spectrogram 1	3	2019/2/4  22:17:23.5838	16643.583844928	16650.739123188	16.2	29.2	Antarctic	Match
180	Spectrogram 1	3	2019/2/4  22:17:34.7640	16654.763967210	16660.577630797	30.6	78.7	Antarctic	Match
181	Spectrogram 1	3	2019/2/4  22:18:30.2919	16710.291907880	16720.726688678	17.6	30.6	Antarctic	Match
182	Spectrogram 1	3	2019/2/4  22:18:43.7826	16723.782607518	16731.981363859	25.9	70.8	D	Match
183	Spectrogram 1	3	2019/2/4  22:33:18.0683	17598.068320018	17604.031051902	21.3	29.2	Antarctic	Match
184	Spectrogram 1	3	2019/2/4  22:33:48.4037	17628.403718478	17634.888189402	9.7	20.8	Antarctic	Match
185	Spectrogram 1	3	2019/2/4  22:34:09.4223	17649.422348370	17657.844707156	17.6	29.6	Antarctic	Match
186	Spectrogram 1	3	2019/2/4  22:34:38.0435	17678.043461413	17687.881969022	19.9	28.7	Antarctic	Match
187	Spectrogram 1	3	2019/2/4  22:36:11.2112	17771.211165851	17780.602468569	19.9	29.2	Antarctic	Match
188	Spectrogram 1	3	2019/2/4  22:37:05.3975	17825.397510598	17834.937881612	17.1	29.6	Antarctic	Match
189	Spectrogram 1	3	2019/2/4  22:39:06.0363	17946.036255616	17957.439980344	19.9	30.6	Antarctic	Match
