Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
114	Spectrogram 1	3	2019/2/4  4:12:48.6335	10650.633526721	10661.739114855	20.4	28.2	Antarctic	Match
119	Spectrogram 1	3	2019/2/4  4:14:19.2360	10742.236014040	10755.354024185	20.4	28.6	Antarctic	Match
123	Spectrogram 1	2	2019/2/4  4:29:04.5776	11625.577624547	11630.571412500	20.4	30.1	Antarctic	
141	Spectrogram 1	2	2019/2/4  4:33:00.5528	11861.552776359	11868.782588768	20.4	29.1	Antarctic	
28	Spectrogram 1	3	2019/2/4  1:45:37.5279	1819.527934420	1824.968927264	20.9	29.6	Antarctic	
33	Spectrogram 1	3	2019/2/4  1:49:59.2174	2081.217386232	2090.310552355	20.9	28.6	Antarctic	Match
36	Spectrogram 1	3	2019/2/4  1:59:59.5466	2680.546568478	2687.776380888	20.9	29.6	Antarctic	Match
43	Spectrogram 1	3	2019/2/4  2:04:10.9503	2931.950307790	2939.627325091	20.9	27.7	Antarctic	Match
49	Spectrogram 1	3	2019/2/4  2:08:42.2236	3204.223587862	3211.080729529	20.9	28.6	Antarctic	
52	Spectrogram 1	3	2019/2/4  2:10:06.4472	3288.447194475	3297.167689855	20.9	29.1	Antarctic	
53	Spectrogram 1	3	2019/2/4  2:11:17.2547	3359.254654348	3365.142852083	20.9	30.6	Antarctic	
67	Spectrogram 1	3	2019/2/4  2:38:07.7453	4968.745339402	4980.074529982	20.9	29.1	Antarctic	Match
101	Spectrogram 1	3	2019/2/4  3:51:39.7205	9380.720478714	9386.906813043	20.9	28.2	Antarctic	Match
102	Spectrogram 1	3	2019/2/4  3:53:18.6273	9479.627312591	9485.366442029	20.9	28.6	Antarctic	
105	Spectrogram 1	3	2019/2/4  3:54:36.2609	9558.260858062	9564.074521649	20.9	28.6	Antarctic	
109	Spectrogram 1	3	2019/2/4  4:01:09.5776	9951.577634964	9962.385086504	20.9	29.1	Antarctic	
112	Spectrogram 1	3	2019/2/4  4:11:15.7640	10557.763958877	10566.111783514	20.9	29.1	Antarctic	Match
56	Spectrogram 1	3	2019/2/4  2:17:55.3416	3757.341598007	3762.409920109	21.4	29.6	Antarctic	Match
78	Spectrogram 1	3	2019/2/4  3:04:27.5714	6548.571414583	6554.683214764	21.4	32.0	Antarctic	Match
110	Spectrogram 1	3	2019/2/4  4:02:30.5963	10032.596254438	10040.422340036	21.4	29.1	Antarctic	
120	Spectrogram 1	2	2019/2/4  4:18:45.0621	11008.062110054	11015.291922464	21.4	28.6	Antarctic	
135	Spectrogram 1	2	2019/2/4  4:32:05.1428	11807.142847917	11814.372660326	21.4	29.1	Antarctic	
62	Spectrogram 1	3	2019/2/4  2:27:26.7515	4327.751549366	4337.440988678	21.8	29.1	Antarctic	Match
71	Spectrogram 1	3	2019/2/4  2:45:06.3416	5389.341595924	5393.068303351	21.8	84.0	D	Match
121	Spectrogram 1	2	2019/2/4  4:20:34.0621	11116.062110054	11125.155276178	21.8	28.2	Antarctic	
103	Spectrogram 1	3	2019/2/4  3:53:34.0994	9496.099378170	9501.242234420	22.8	27.7	Antarctic	
37	Spectrogram 1	3	2019/2/4  2:00:32.7888	2713.788817482	2717.739127355	23.8	67.5	D	
30	Spectrogram 1	3	2019/2/4  1:47:26.8261	1927.826071014	1931.552778442	24.8	77.7	Antarctic	Match
68	Spectrogram 1	3	2019/2/4  2:38:34.6522	4995.652167029	5000.720489130	24.8	82.5	D	
130	Spectrogram 1	2	2019/2/4  4:30:14.8633	11695.863345380	11698.621108877	26.2	83.5	D	
51	Spectrogram 1	3	2019/2/4  2:09:25.6335	3246.633537138	3251.776393388	26.7	74.8	D	
139	Spectrogram 1	2	2019/2/4  4:32:51.2795	11853.279485870	11855.217373732	27.2	74.8	D	
77	Spectrogram 1	3	2019/2/4  2:59:56.6832	6278.683225181	6282.559000906	28.2	68.0	D	Match
82	Spectrogram 1	3	2019/2/4  3:09:29.1801	6851.180113949	6854.534150634	28.6	72.3	D	Match
127	Spectrogram 1	2	2019/2/4  4:30:00.7019	11681.701857156	11687.366452446	28.6	81.1	D	
140	Spectrogram 1	2	2019/2/4  4:33:02.7888	11863.788800815	11868.111781431	29.6	90.8	D	
125	Spectrogram 1	2	2019/2/4  4:29:19.2298	11641.229795743	11643.540354348	30.6	75.2	D	
126	Spectrogram 1	2	2019/2/4  4:29:55.2298	11677.229808243	11680.583844928	31.1	87.9	D	
70	Spectrogram 1	3	2019/2/4  2:43:49.4224	5312.422354620	5316.149062047	31.6	83.0	D	Match
133	Spectrogram 1	2	2019/2/4  4:31:44.6770	11785.677013134	11790.596266938	31.6	58.7	D	
32	Spectrogram 1	3	2019/2/4  1:49:35.5155	2057.515508243	2062.062091304	32.0	83.0	D	Match
24	Spectrogram 1	3	2019/2/4  1:43:11.6956	1672.695643025	1678.658374909	32.5	88.8	D	
29	Spectrogram 1	3	2019/2/4  1:45:21.8323	1802.832285145	1804.024831522	34.5	63.6	40Hz	Match
96	Spectrogram 1	3	2019/2/4  3:48:00.1118	9162.111783514	9166.881969022	35.0	86.9	D	Match
129	Spectrogram 1	2	2019/2/4  4:30:36.7019	11717.701850906	11721.428558333	35.0	98.1	D	
17	Spectrogram 1	3	2019/2/4  1:30:21.6522	903.652167029	906.782601268	35.4	85.0	D	
25	Spectrogram 1	3	2019/2/4  1:43:39.3168	1701.316756069	1704.670792754	35.4	77.7	D	
27	Spectrogram 1	3	2019/2/4  1:45:01.5279	1783.527940670	1786.360238315	35.4	83.5	D	
21	Spectrogram 1	3	2019/2/4  1:37:30.7453	1332.745335236	1335.801235326	35.9	75.7	D	
46	Spectrogram 1	3	2019/2/4  2:07:54.9255	3155.925459601	3158.757757246	35.9	78.6	D	
65	Spectrogram 1	3	2019/2/4  2:35:08.7143	4789.714277083	4792.099369837	35.9	76.7	D	Match
57	Spectrogram 1	3	2019/2/4  2:18:30.0745	3792.074529982	3798.484466757	36.4	75.7	D	Match
91	Spectrogram 1	3	2019/2/4  3:43:51.3913	8913.391292301	8917.192533877	36.4	83.0	D	
93	Spectrogram 1	3	2019/2/4  3:45:28.5093	9010.509306612	9013.937877446	36.9	83.0	D	Match
134	Spectrogram 1	2	2019/2/4  4:31:58.2112	11800.211172101	11803.118003895	36.9	63.1	D	
9	Spectrogram 1	3	2019/2/4  1:24:42.0435	565.043473913	567.875771558	37.4	85.0	D	Match
122	Spectrogram 1	2	2019/2/4  4:27:45.6460	11546.645961232	11550.074532065	37.4	85.4	D	
128	Spectrogram 1	2	2019/2/4  4:30:28.8012	11709.801231159	11713.229801993	37.4	85.4	D	
131	Spectrogram 1	2	2019/2/4  4:31:12.6273	11753.627310507	11756.981347192	37.4	93.7	D	
138	Spectrogram 1	2	2019/2/4  4:32:44.7515	11845.751536866	11849.552778442	37.4	96.6	D	
14	Spectrogram 1	3	2019/2/4  1:26:43.7143	685.714279167	688.472042663	37.9	77.2	D	
16	Spectrogram 1	3	2019/2/4  1:29:54.1925	877.192544293	880.248444384	37.9	80.1	D	
18	Spectrogram 1	3	2019/2/4  1:33:05.6273	1067.627312591	1070.683212681	37.9	76.2	D	Match
13	Spectrogram 1	3	2019/2/4  1:26:29.5217	672.521734873	674.459622736	38.3	77.2	D	
31	Spectrogram 1	3	2019/2/4  1:47:56.0124	1958.012419928	1961.142854167	38.3	89.3	D	Match
47	Spectrogram 1	3	2019/2/4  2:08:31.0435	3193.043465580	3197.962719384	38.3	71.8	D	
80	Spectrogram 1	3	2019/2/4  3:06:26.4969	6668.496878351	6671.180107699	38.3	82.5	D	
92	Spectrogram 1	3	2019/2/4  3:43:57.0559	8919.055887591	8922.111787681	38.8	81.6	D	
142	Spectrogram 1	2	2019/2/4  4:33:14.8634	11875.863351630	11878.322978533	38.8	84.5	D	
137	Spectrogram 1	2	2019/2/4  4:32:31.1553	11833.155265761	11837.031041486	39.3	86.9	D	
8	Spectrogram 1	3	2019/2/4  1:20:22.2919	305.291909964	308.198741757	40.3	92.7	D	Match
10	Spectrogram 1	3	2019/2/4  1:25:11.7391	593.739121105	596.795021196	40.3	82.0	D	Match
20	Spectrogram 1	3	2019/2/4  1:34:47.8882	1169.888183152	1173.093151540	40.8	84.5	D	
79	Spectrogram 1	3	2019/2/4  3:05:39.7205	6620.720489130	6624.745333152	41.7	87.4	D	Match
48	Spectrogram 1	3	2019/2/4  2:08:37.5279	3199.527936504	3202.285700000	42.2	82.0	D	Match
4	Spectrogram 1	3	2019/2/4  1:19:10.0994	232.099376087	235.229810326	42.7	85.9	D	
11	Spectrogram 1	3	2019/2/4  1:25:23.6646	605.664584873	608.869553261	42.7	78.2	D	Match
55	Spectrogram 1	3	2019/2/4  2:16:27.1677	3669.167700272	3673.490680888	42.7	93.2	D	
95	Spectrogram 1	3	2019/2/4  3:47:53.9565	9154.956505254	9160.173895652	42.7	84.0	D	Match
1	Spectrogram 1	3	2019/2/4  1:17:15.0932	117.093166123	121.043475996	42.9	83.4	D	Match
76	Spectrogram 1	3	2019/2/4  2:59:51.6149	6273.614903080	6276.819871467	44.2	80.1	D	Match
22	Spectrogram 1	3	2019/2/4  1:39:13.6025	1435.602478986	1438.211174185	44.7	82.5	D	Match
59	Spectrogram 1	3	2019/2/4  2:22:41.9565	4042.956511504	4046.385082337	44.7	75.2	Antarctic	Match
144	Spectrogram 1	2	2019/2/4  4:36:07.0994	12049.099359420	12052.826066848	45.1	86.4	D	
15	Spectrogram 1	3	2019/2/4  1:27:45.5776	747.577622464	752.198739674	46.1	90.8	D	
72	Spectrogram 1	3	2019/2/4  2:48:50.0932	5613.093166123	5616.223600362	48.5	85.0	D	
73	Spectrogram 1	3	2019/2/4  2:49:56.6087	5678.608682699	5680.621104710	48.5	75.2	D	
74	Spectrogram 1	3	2019/2/4  2:50:19.4596	5702.459610236	5705.291907880	49.5	86.4	D	
5	Spectrogram 1	3	2019/2/4  1:19:14.1988	236.198754257	238.360244565	51.5	84.0	D	
90	Spectrogram 1	3	2019/2/4  3:42:45.3540	8847.354017935	8849.291905797	51.9	70.9	D	Match
94	Spectrogram 1	3	2019/2/4  3:45:36.8882	9017.888187319	9020.049677627	51.9	83.0	D	Match
136	Spectrogram 1	2	2019/2/4  4:32:23.1056	11825.105577717	11827.267068025	51.9	84.5	D	Match
132	Spectrogram 1	2	2019/2/4  4:31:31.7826	11772.782605435	11775.093164040	53.9	98.5	D	
6	Spectrogram 1	3	2019/2/4  1:19:17.0311	239.031051902	241.341610507	55.3	86.9	D	
85	Spectrogram 1	3	2019/2/4  3:34:01.4534	8323.453412772	8327.180120199	55.3	71.8	D	Match
3	Spectrogram 1	3	2019/2/4  1:18:28.3602	190.360234149	192.819861051	56.3	85.9	D	
86	Spectrogram 1	3	2019/2/4  3:34:07.6708	8328.670803170	8333.291920380	56.8	85.4	D	Match
41	Spectrogram 1	3	2019/2/4  2:02:26.7515	2827.751549366	2836.695647192	60.2	84.0	D	Match
145	Spectrogram 1	2	2019/2/4  4:35:36.2422	12018.242220924	12022.267064946	60.2	91.3	D	Match
2	Spectrogram 1	3	2019/2/4  1:17:30.8944	132.894405616	135.279498370	62.6	92.2	D	
7	Spectrogram 1	3	2019/2/4  1:19:21.1304	243.130430072	245.590056975	63.1	87.4	D	
