Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
46	Spectrogram 1	3	2019/2/3  10:49:39.8509	2979.850925453	2982.012415761	22.4	50.7	D	
47	Spectrogram 1	3	2019/2/3  10:51:22.5590	3082.559000906	3088.521732790	22.4	29.2	Antarctic	Match
48	Spectrogram 1	3	2019/2/3  10:51:31.1304	3091.130427989	3094.260862228	53.9	87.7	D	
49	Spectrogram 1	3	2019/2/3  10:51:21.1429	3081.142852083	3085.763969293	49.3	83.6	D	
50	Spectrogram 1	3	2019/2/3  10:51:08.9938	3068.993785870	3072.124220109	51.6	81.7	D	
51	Spectrogram 1	3	2019/2/3  10:52:02.7329	3122.732906975	3137.490668388	21.0	29.2	Antarctic	
52	Spectrogram 1	3	2019/2/3  10:53:46.5590	3226.558994656	3229.391292301	56.2	89.5	D	
53	Spectrogram 1	3	2019/2/3  10:54:31.3540	3271.354017935	3279.031035236	22.4	27.9	Antarctic	
54	Spectrogram 1	3	2019/2/3  10:57:56.3975	3476.397498098	3487.801222826	21.0	30.1	Antarctic	Match
55	Spectrogram 1	3	2019/2/3  10:59:02.5838	3542.583840761	3554.658372826	19.6	28.8	Antarctic	Match
56	Spectrogram 1	3	2019/2/3  11:02:31.3540	3751.354028351	3761.788809149	21.5	26.9	Antarctic	Match
57	Spectrogram 1	3	2019/2/3  11:03:48.0497	3828.049685960	3836.099374004	21.5	29.2	Antarctic	Match
58	Spectrogram 1	3	2019/2/3  11:08:13.5404	4093.540360598	4095.478248460	9.1	28.8	20Hz	
59	Spectrogram 1	3	2019/2/3  11:08:19.8758	4099.875763225	4101.888185236	9.1	30.1	20Hz	
60	Spectrogram 1	3	2019/2/3  11:08:57.6646	4137.664595290	4141.689439312	21.5	27.4	Antarctic	Match
61	Spectrogram 1	3	2019/2/3  11:09:45.7391	4185.739121105	4190.285704167	19.6	28.8	Antarctic	Match
62	Spectrogram 1	3	2019/2/3  11:10:24.3478	4224.347810054	4230.161473641	21.5	28.8	Antarctic	
63	Spectrogram 1	3	2019/2/3  11:11:44.3230	4304.322970199	4308.645950815	20.5	28.3	Antarctic	Match
64	Spectrogram 1	3	2019/2/3  11:13:09.8137	4389.813657337	4394.583842844	19.2	28.8	Antarctic	Match
65	Spectrogram 1	3	2019/2/3  11:13:40.8199	4420.819863134	4424.621104710	21.9	30.1	Antarctic	Match
66	Spectrogram 1	3	2019/2/3  11:14:40.0745	4480.074529982	4487.826081431	20.5	28.3	Antarctic	Match
67	Spectrogram 1	3	2019/2/3  11:15:41.3416	4541.341600091	4547.975139312	18.7	30.1	Antarctic	
68	Spectrogram 1	3	2019/2/3  11:16:46.1863	4606.186328080	4611.552786775	19.6	31.1	Antarctic	Match
69	Spectrogram 1	3	2019/2/3  11:17:29.6397	4649.639736685	4658.509300362	19.6	28.3	Antarctic	
70	Spectrogram 1	3	2019/2/3  11:18:27.1056	4707.105583967	4714.633532971	21.0	27.9	Antarctic	
71	Spectrogram 1	3	2019/2/3  11:33:18.8478	5598.847791667	5601.083816123	39.7	97.7	D	
72	Spectrogram 1	3	2019/2/3  11:40:09.7981	6010.798105707	6013.704937500	37.0	90.4	D	Match
73	Spectrogram 1	3	2019/2/3  11:42:36.1087	6157.108676812	6160.537247645	38.8	84.9	D	
