Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type	Match
94	Spectrogram 1	2	2019/2/5  7:59:31.6025	9571.602468569	9583.229795743	15.698	30.814	Antarctic	Match
95	Spectrogram 1	2	2019/2/5  7:59:55.2298	9595.229812409	9601.490680888	45.349	86.047	D	Match
96	Spectrogram 1	2	2019/2/5  8:00:05.0373	9606.037263949	9613.788815399	43.605	84.884	D	Match
97	Spectrogram 1	2	2019/2/5  8:00:27.5466	9628.546576812	9634.881979438	50.581	96.512	D	Match
98	Spectrogram 1	2	2019/2/5  8:00:41.5590	9642.558996739	9648.596262772	25.000	77.907	D	Match
99	Spectrogram 1	2	2019/2/5  8:00:54.0807	9655.080733696	9656.645950815	32.558	83.140	D	Match
100	Spectrogram 1	2	2019/2/5  8:00:59.8199	9660.819863134	9666.335390127	23.837	54.651	D	Match
101	Spectrogram 1	2	2019/2/5  8:01:07.1987	9668.198743841	9671.403712228	28.488	52.326	D	Match
102	Spectrogram 1	2	2019/2/5  8:01:14.8758	9675.875761141	9679.751536866	23.837	77.326	D	Match
103	Spectrogram 1	2	2019/2/5  8:01:17.4099	9678.409922192	9681.838493025	26.744	63.372	D	Match
104	Spectrogram 1	2	2019/2/5  8:01:22.2546	9683.254641848	9688.993771286	33.140	84.302	D	Match
105	Spectrogram 1	2	2019/2/5  8:01:30.3043	9691.304329891	9696.596254438	33.721	88.372	D	Match
106	Spectrogram 1	2	2019/2/5  8:01:37.7577	9698.757744746	9701.590042391	49.419	73.837	D	Match
107	Spectrogram 1	2	2019/2/5  8:01:47.9689	9708.968941848	9710.981363859	48.256	90.116	D	Match
108	Spectrogram 1	2	2019/2/5  8:02:00.5652	9721.565212953	9725.366454529	34.884	95.930	D	Match
109	Spectrogram 1	2	2019/2/5  8:02:03.9192	9724.919249638	9728.124218025	30.814	80.233	D	Match
110	Spectrogram 1	2	2019/2/5  8:02:06.8261	9727.826081431	9732.670801087	40.116	98.837	D	Match
111	Spectrogram 1	2	2019/2/5  8:02:16.0683	9737.068315851	9741.689433062	18.605	29.070	Antarctic	
112	Spectrogram 1	2	2019/2/5  8:02:28.8137	9749.813655254	9754.807443207	30.233	50.581	D	Match
113	Spectrogram 1	2	2019/2/5  8:02:34.5528	9755.552784692	9761.142845833	27.326	73.256	D	Match
114	Spectrogram 1	2	2019/2/5  8:02:41.1863	9762.186323913	9764.869553261	32.558	92.442	D	Match
115	Spectrogram 1	2	2019/2/5  8:02:43.4969	9764.496882518	9768.298124094	25.581	84.302	D	Match
116	Spectrogram 1	2	2019/2/5  8:02:48.8633	9769.863341214	9774.931663315	40.698	89.535	D	Match
117	Spectrogram 1	2	2019/2/5  8:03:11.4472	9792.447188225	9794.906815127	54.651	94.186	D	Match
118	Spectrogram 1	2	2019/2/5  8:03:26.7267	9807.726688678	9814.509296196	25.581	90.116	D	Match
119	Spectrogram 1	2	2019/2/5  8:03:16.5155	9797.515510326	9804.298117844	18.605	30.233	Antarctic	
120	Spectrogram 1	2	2019/2/5  8:03:34.6273	9815.627327174	9817.863351630	32.558	72.093	D	Match
121	Spectrogram 1	2	2019/2/5  8:03:38.0559	9819.055898007	9824.049685960	27.326	79.651	D	Match
122	Spectrogram 1	2	2019/2/5  8:03:49.2360	9830.236020290	9835.155274094	30.233	84.884	D	Match
123	Spectrogram 1	2	2019/2/5  8:03:55.3478	9836.347820471	9842.012415761	40.698	77.326	D	Match
124	Spectrogram 1	2	2019/2/5  8:04:11.1491	9852.149059964	9857.888189402	26.744	76.163	D	Match
125	Spectrogram 1	2	2019/2/5  8:04:19.0497	9860.049679710	9865.937877446	33.721	83.140	D	Match
126	Spectrogram 1	2	2019/2/5  8:04:37.5341	9878.534148551	9881.962719384	27.326	77.907	D	Match
127	Spectrogram 1	2	2019/2/5  8:04:40.0683	9881.068309601	9883.751538949	41.279	80.814	D	
128	Spectrogram 1	2	2019/2/5  8:04:41.7081	9882.708060870	9888.670792754	34.302	97.674	D	Match
129	Spectrogram 1	2	2019/2/5  8:04:50.1304	9891.130419656	9895.304331975	30.814	62.209	D	Match
130	Spectrogram 1	2	2019/2/5  8:05:05.1118	9906.111783514	9914.906813043	38.372	80.233	D	Match
131	Spectrogram 1	2	2019/2/5  8:05:17.6335	9918.633539221	9926.236022373	32.558	69.767	D	Match
132	Spectrogram 1	2	2019/2/5  8:05:39.2484	9940.248442301	9946.062105888	40.116	87.791	D	Match
133	Spectrogram 1	2	2019/2/5  8:05:51.2484	9952.248440217	9954.409930525	33.721	90.116	D	Match
134	Spectrogram 1	2	2019/2/5  8:06:03.4720	9964.472040580	9970.062101721	37.209	86.047	D	Match
135	Spectrogram 1	2	2019/2/5  8:05:53.7826	9954.782601268	9960.894401449	27.326	49.419	D	Match
136	Spectrogram 1	2	2019/2/5  8:05:29.3354	9930.335400543	9932.720493297	20.349	29.070	20Hz	
137	Spectrogram 1	2	2019/2/5  8:06:21.2857	9982.285702083	9985.341602174	37.791	63.372	D	Match
138	Spectrogram 1	2	2019/2/5  8:06:23.8199	9984.819863134	9990.186321830	37.209	76.163	D	Match
139	Spectrogram 1	2	2019/2/5  8:06:36.6397	9997.639736685	10004.571412500	36.047	78.488	D	Match
140	Spectrogram 1	2	2019/2/5  8:06:33.8820	9994.881973188	9998.161475725	15.698	28.488	20Hz	
141	Spectrogram 1	2	2019/2/5  8:06:56.0931	10017.093149457	10019.105571467	13.372	25.581	20Hz	
142	Spectrogram 1	2	2019/2/5  8:06:59.6708	10020.670788587	10026.558986322	28.488	68.605	D	Match
143	Spectrogram 1	2	2019/2/5  8:07:01.8323	10022.832278895	10029.316749819	21.512	27.907	Antarctic	Match
144	Spectrogram 1	2	2019/2/5  8:07:14.6522	10035.652171196	10042.360244565	25.000	69.186	D	
145	Spectrogram 1	2	2019/2/5  8:07:25.5342	10046.534156884	10052.347820471	41.279	66.279	D	
146	Spectrogram 1	2	2019/2/5  8:07:45.3602	10066.360240399	10069.639742935	20.930	95.930	D	Match
147	Spectrogram 1	2	2019/2/5  8:07:40.8882	10061.888191486	10065.316762319	27.326	78.488	D	
148	Spectrogram 1	2	2019/2/5  8:07:50.5776	10071.577630797	10074.111791848	23.837	68.605	D	
149	Spectrogram 1	2	2019/2/5  8:08:03.7702	10084.770175091	10089.838497192	22.093	74.419	D	
150	Spectrogram 1	2	2019/2/5  8:08:14.8012	10095.801229076	10101.465824366	41.279	72.093	D	Match
151	Spectrogram 1	2	2019/2/5  8:08:20.8385	10101.838495109	10107.428556250	26.744	65.116	D	
152	Spectrogram 1	2	2019/2/5  8:08:28.2919	10109.291909964	10115.180107699	27.907	77.326	D	Match
153	Spectrogram 1	2	2019/2/5  8:08:35.4472	10116.447188225	10124.496876268	37.209	76.744	D	Match
154	Spectrogram 1	2	2019/2/5  8:08:49.3105	10130.310539855	10136.049669293	39.535	83.140	D	Match
155	Spectrogram 1	2	2019/2/5  8:08:55.6460	10136.645961232	10142.608693116	40.116	87.791	D	Match
156	Spectrogram 1	2	2019/2/5  8:09:02.7267	10143.726705344	10150.211176268	43.023	91.860	D	
157	Spectrogram 1	2	2019/2/5  8:09:14.8758	10155.875771558	10159.155274094	23.256	81.977	D	
158	Spectrogram 1	2	2019/2/5  8:09:25.9814	10166.981359692	10169.590054891	41.860	81.977	D	
159	Spectrogram 1	2	2019/2/5  8:09:42.3789	10183.378872373	10186.732909058	15.116	54.070	D	
160	Spectrogram 1	2	2019/2/5  8:09:51.9938	10192.993777536	10194.409926359	54.651	80.233	D	Match
161	Spectrogram 1	2	2019/2/5  8:09:57.4348	10198.434770380	10201.937875362	34.884	58.140	D	Match
162	Spectrogram 1	2	2019/2/5  8:10:04.2174	10205.217377899	10208.645948732	32.558	73.837	D	Match
163	Spectrogram 1	2	2019/2/5  8:10:10.8509	10211.850917120	10214.757748913	38.953	79.070	D	Match
164	Spectrogram 1	2	2019/2/5  8:10:18.0062	10219.006195380	10221.689424728	40.698	68.605	D	Match
165	Spectrogram 1	2	2019/2/5  8:10:42.3789	10243.378880707	10248.298134511	26.163	76.744	D	Match
166	Spectrogram 1	2	2019/2/5  8:10:49.3106	10250.310556522	10252.844717572	35.465	76.163	D	Match
167	Spectrogram 1	2	2019/2/5  8:10:53.7826	10254.782605435	10256.571425000	28.488	69.767	D	
168	Spectrogram 1	2	2019/2/5  8:10:56.9130	10257.913039674	10262.906827627	40.116	77.907	D	
169	Spectrogram 1	2	2019/2/5  8:10:37.0870	10238.086956159	10240.844719656	13.953	27.907	20Hz	
170	Spectrogram 1	2	2019/2/5  8:11:06.0807	10267.080739946	10268.273286322	16.279	28.488	20Hz	
171	Spectrogram 1	2	2019/2/5  8:11:25.0869	10286.086947826	10288.770177174	12.791	27.326	20Hz	
172	Spectrogram 1	2	2019/2/5  8:12:01.3851	10322.385078170	10323.726692844	9.884	23.256	20Hz	
173	Spectrogram 1	2	2019/2/5  8:11:14.9503	10275.950303623	10279.006203714	34.884	76.163	D	Match
174	Spectrogram 1	2	2019/2/5  8:11:17.9317	10278.931669565	10283.701855072	40.116	87.209	D	
175	Spectrogram 1	2	2019/2/5  8:11:35.2236	10296.223592029	10299.950299457	23.256	55.233	D	Match
176	Spectrogram 1	2	2019/2/5  8:11:38.9503	10299.950299457	10305.838497192	36.628	87.791	D	Match
177	Spectrogram 1	2	2019/2/5  8:11:28.6646	10289.664586957	10295.850921286	25.000	88.372	D	
178	Spectrogram 1	2	2019/2/5  8:12:11.7453	10332.745324819	10335.652156612	41.860	83.721	D	Match
179	Spectrogram 1	2	2019/2/5  8:12:06.6025	10327.602468569	10332.968927264	30.814	89.535	D	Match
180	Spectrogram 1	2	2019/2/5  8:12:19.1987	10340.198739674	10344.447186141	23.256	98.256	D	Match
181	Spectrogram 1	2	2019/2/5  8:12:33.1366	10354.136644203	10358.086954076	21.512	81.977	D	Match
182	Spectrogram 1	2	2019/2/5  8:12:37.8323	10358.832295562	10365.167698188	16.279	50.000	D	Match
183	Spectrogram 1	2	2019/2/5  8:12:44.1677	10365.167698188	10367.999995833	46.512	89.535	D	
184	Spectrogram 1	2	2019/2/5  8:12:46.1056	10367.105586051	10370.161486141	42.442	83.721	D	Match
185	Spectrogram 1	2	2019/2/5  8:13:03.9938	10384.993781703	10389.093159873	25.000	50.581	D	Match
186	Spectrogram 1	2	2019/2/5  8:13:11.1491	10392.149059964	10398.931667482	20.349	28.488	Antarctic	Match
187	Spectrogram 1	2	2019/2/5  8:13:17.2609	10398.260860145	10400.720487047	25.000	48.256	D	Match
188	Spectrogram 1	2	2019/2/5  8:13:24.1925	10405.192535960	10406.832287228	35.465	77.326	D	Match
189	Spectrogram 1	2	2019/2/5  8:13:28.8137	10409.813653170	10411.229801993	48.837	77.907	D	Match
190	Spectrogram 1	2	2019/2/5  8:13:36.1180	10417.117999728	10422.111787681	27.907	82.558	D	Match
191	Spectrogram 1	2	2019/2/5  8:13:58.9254	10439.925449185	10445.440976178	30.233	52.326	D	Match
192	Spectrogram 1	2	2019/2/5  8:14:04.6646	10445.664578623	10451.850912953	26.744	54.070	D	Match
193	Spectrogram 1	2	2019/2/5  8:14:12.1925	10453.192527627	10458.037247283	31.395	45.349	D	Match
194	Spectrogram 1	2	2019/2/5  8:14:35.4472	10476.447200725	10480.993783786	31.395	79.651	D	Match
195	Spectrogram 1	2	2019/2/5  8:14:50.5031	10491.503098732	10497.540364764	33.140	55.814	D	Match
196	Spectrogram 1	2	2019/2/5  8:14:58.1801	10499.180116033	10505.515518659	36.047	72.093	D	Match
197	Spectrogram 1	2	2019/2/5  8:15:16.0683	10517.068311685	10522.360236232	30.814	75.581	D	Match
198	Spectrogram 1	2	2019/2/5  8:15:30.9006	10531.900607246	10537.490668388	38.953	73.837	D	Match
199	Spectrogram 1	2	2019/2/5  8:16:30.9751	10591.975149728	10594.583844928	38.372	98.837	D	Match
200	Spectrogram 1	2	2019/2/5  8:16:35.8199	10596.819869384	10601.366452446	31.977	89.535	D	
201	Spectrogram 1	2	2019/2/5  8:16:50.8758	10611.875767391	10615.155269928	33.721	58.140	D	Match
202	Spectrogram 1	2	2019/2/5  8:17:04.0683	10625.068311685	10631.105577717	38.372	83.140	D	Match
203	Spectrogram 1	2	2019/2/5  8:17:29.9317	10650.931661232	10654.732902808	44.767	95.930	D	Match
204	Spectrogram 1	2	2019/2/5  8:17:36.0435	10657.043461413	10660.397498098	37.791	83.140	D	Match
205	Spectrogram 1	2	2019/2/5  8:17:32.9130	10653.913027174	10655.701846739	44.767	86.628	D	Match
206	Spectrogram 1	2	2019/2/5  8:19:29.7826	10770.782590851	10775.180105616	42.442	81.977	D	Match
207	Spectrogram 1	2	2019/2/5  8:19:51.6211	10792.621115127	10796.944095743	26.744	55.233	D	Match
208	Spectrogram 1	2	2019/2/5  8:20:00.8944	10800.894405616	10806.931671649	26.744	54.070	D	Match
209	Spectrogram 1	2	2019/2/5  8:20:09.5404	10809.540366848	10812.819869384	27.326	80.814	D	Match
210	Spectrogram 1	2	2019/2/5  8:20:26.4596	10826.459618569	10831.453406522	31.395	85.465	D	
211	Spectrogram 1	2	2019/2/5  8:20:45.7640	10845.763963043	10853.739116938	36.628	77.907	D	Match
212	Spectrogram 1	2	2019/2/5  8:21:37.9379	10897.937885779	10902.409934692	42.442	81.395	D	Match
213	Spectrogram 1	2	2019/2/5  8:22:04.3975	10924.397508514	10928.347818388	30.233	81.977	D	Match
214	Spectrogram 1	2	2019/2/5  8:22:20.0497	10940.049679710	10942.136635870	30.814	61.047	D	Match
215	Spectrogram 1	2	2019/2/5  8:22:24.5217	10944.521728623	10946.832287228	30.814	84.884	d	Match
216	Spectrogram 1	2	2019/2/5  8:22:29.3664	10949.366448279	10952.571416667	36.047	83.140	D	Match
217	Spectrogram 1	2	2019/2/5  8:22:34.4348	10954.434770380	10955.850919203	48.256	91.279	D	
218	Spectrogram 1	2	2019/2/5  8:22:43.2298	10963.229799909	10965.540358514	30.814	94.767	D	Match
219	Spectrogram 1	2	2019/2/5  8:22:50.5341	10970.534146467	10972.248431884	29.651	89.535	D	Match
220	Spectrogram 1	2	2019/2/5  8:23:05.2174	10985.217373732	10988.869547011	31.395	88.372	D	Match
221	Spectrogram 1	2	2019/2/5  8:23:45.9130	11025.913037591	11030.608688949	48.837	93.605	D	
222	Spectrogram 1	2	2019/2/5  8:23:55.8261	11035.826079348	11037.763967210	26.744	63.953	D	Match
223	Spectrogram 1	2	2019/2/5  8:24:30.7826	11070.782595018	11076.149053714	16.279	45.930	D	Match
224	Spectrogram 1	2	2019/2/5  8:24:40.2484	11080.248431884	11084.198741757	31.395	93.605	D	Match
225	Spectrogram 1	2	2019/2/5  8:24:45.7640	11085.763958877	11089.565200453	38.953	81.395	D	Match
226	Spectrogram 1	2	2019/2/5  8:25:02.1615	11102.161471558	11104.993769203	45.349	86.047	D	Match
227	Spectrogram 1	2	2019/2/5  8:28:20.4223	11300.422344203	11304.223585779	33.721	79.070	D	Match
228	Spectrogram 1	2	2019/2/5  8:28:24.5963	11304.596256522	11306.683212681	29.651	65.698	D	Match
229	Spectrogram 1	2	2019/2/5  8:28:27.4286	11307.428554167	11313.018615308	35.465	61.628	D	Match
230	Spectrogram 1	2	2019/2/5  8:28:39.2049	11319.204949638	11322.484452174	37.209	75.000	D	Match
231	Spectrogram 1	2	2019/2/5  8:28:42.2608	11322.260849728	11325.093147373	24.419	78.488	D	Match
232	Spectrogram 1	2	2019/2/5  8:29:07.7515	11347.751547283	11353.341608424	32.558	50.000	D	Match
233	Spectrogram 1	2	2019/2/5  8:29:39.0559	11379.055889674	11381.888187319	37.791	85.465	D	Match
234	Spectrogram 1	2	2019/2/5  8:29:53.9627	11393.962719384	11397.093153623	42.442	76.163	D	Match
235	Spectrogram 1	2	2019/2/5  8:30:22.1366	11422.136627536	11426.757744746	34.302	51.163	D	Match
236	Spectrogram 1	2	2019/2/5  8:30:29.2174	11429.217371649	11434.360227899	33.140	52.326	D	Mttch
237	Spectrogram 1	2	2019/2/5  8:30:37.4907	11437.490680888	11440.695649275	42.442	98.837	D	Match
238	Spectrogram 1	2	2019/2/5  8:30:40.2484	11440.248444384	11443.155276178	41.279	76.163	D	Match
239	Spectrogram 1	2	2019/2/5  8:30:59.7764	11459.776391304	11461.714279167	49.419	81.977	D	Match
240	Spectrogram 1	2	2019/2/5  8:31:03.1304	11463.130427989	11465.813657337	49.419	81.977	D	Match
241	Spectrogram 1	2	2019/2/5  8:31:06.1118	11466.111793931	11469.614898913	50.000	88.372	D	Match
242	Spectrogram 1	2	2019/2/5  8:31:53.0683	11513.068307518	11515.826071014	45.930	85.465	D	Match
243	Spectrogram 1	3	2019/2/5  8:33:44.3478	11624.347810054	11627.776380888	24.419	47.093	D	Match
244	Spectrogram 1	3	2019/2/5  8:34:01.1180	11641.117993478	11647.676998551	33.721	54.070	D	Match
245	Spectrogram 1	3	2019/2/5  8:34:14.9814	11654.981363859	11661.391300634	28.488	59.302	D	Match
246	Spectrogram 1	3	2019/2/5  8:34:21.1677	11661.167698188	11667.279498370	34.884	65.698	D	Match
247	Spectrogram 1	3	2019/2/5  8:34:30.8571	11670.857137500	11673.093161957	39.535	76.163	D	Match
