Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
60	Spectrogram 1	1	2019/2/5  7:56:12.9875	8997.987494720	9001.937788820	30.846	95.522	D
61	Spectrogram 1	1	2019/2/5  7:57:34.2483	9004.248338199	9008.049564596	41.791	79.104	D
62	Spectrogram 1	1	2019/2/5  7:57:40.5092	9010.509181677	9014.012272671	25.373	52.239	D
63	Spectrogram 1	1	2019/2/5  7:58:05.2544	9035.254420186	9040.248188199	36.816	83.582	D
64	Spectrogram 1	1	2019/2/5  7:55:54.2795	8979.279498137	8985.018604658	20.896	28.856	Antarctic
65	Spectrogram 1	1	2019/2/5  7:58:28.9566	9058.956634783	9064.323072050	37.811	67.164	D
66	Spectrogram 1	1	2019/2/5  7:58:33.7268	9063.726801242	9068.795103106	39.801	82.587	D
67	Spectrogram 1	1	2019/2/5  7:58:46.3230	9076.323022050	9079.602511491	20.398	58.706	D
68	Spectrogram 1	1	2019/2/5  7:58:48.7826	9078.782639130	9080.645985404	30.846	95.522	D
69	Spectrogram 1	1	2019/2/5  7:58:54.2236	9084.223610248	9090.409919876	31.841	51.741	D
70	Spectrogram 1	1	2019/2/5  7:59:01.1553	9091.155258385	9095.850890994	37.313	80.597	D
71	Spectrogram 1	1	2019/2/5  7:59:15.1676	9105.167622360	9109.490585714	37.811	77.612	D
72	Spectrogram 1	1	2019/2/5  8:00:00.2606	9150.260602174	9154.061828571	66.169	91.542	D
73	Spectrogram 1	1	2019/2/5  7:59:37.9750	9127.974980745	9133.043282609	22.388	68.657	D
74	Spectrogram 1	1	2019/2/5  8:00:12.1119	9162.111934472	9165.242356211	39.303	80.100	D
75	Spectrogram 1	1	2019/2/5  8:00:21.8013	9171.801335093	9176.646035404	38.806	81.095	D
76	Spectrogram 1	1	2019/2/5  8:00:43.7888	9193.788821118	9197.888182919	45.274	95.025	D
77	Spectrogram 1	1	2019/2/5  8:00:58.0248	9208.024786646	9211.751479193	40.796	74.627	D
78	Spectrogram 1	1	2019/2/5  8:01:09.8757	9219.875668944	9221.888082919	33.333	81.592	D
79	Spectrogram 1	1	2019/2/5  8:01:15.6893	9225.689309317	9229.266934161	27.363	58.209	D
80	Spectrogram 1	1	2019/2/5  8:01:23.0682	9233.068160559	9237.540191615	31.343	50.746	D
81	Spectrogram 1	1	2019/2/5  8:01:30.5215	9240.521545652	9243.651967391	26.866	73.134	D
82	Spectrogram 1	1	2019/2/5  8:01:32.7576	9242.757561180	9245.887982919	32.836	57.711	D
83	Spectrogram 1	1	2019/2/5  8:01:38.4967	9248.496667702	9253.192300311	30.846	84.577	D
84	Spectrogram 1	1	2019/2/5  8:01:46.4718	9256.471789752	9260.943820807	38.308	88.557	D
85	Spectrogram 1	1	2019/2/5  8:01:53.8506	9263.850640994	9268.024536646	46.269	72.139	D
86	Spectrogram 1	1	2019/2/5  8:02:04.0622	9274.062228571	9276.000108696	42.786	92.537	D
87	Spectrogram 1	1	2019/2/5  8:02:17.1057	9287.105652484	9290.459675776	38.308	87.562	D
88	Spectrogram 1	1	2019/2/5  8:02:19.3417	9289.341668012	9292.993826708	28.856	79.602	D
89	Spectrogram 1	1	2019/2/5  8:02:23.1429	9293.142894410	9297.018654658	41.791	99.005	D
90	Spectrogram 1	1	2019/2/5  8:02:44.9068	9314.906778882	9317.515463665	32.338	50.746	D
91	Spectrogram 1	1	2019/2/5  8:02:50.4968	9320.496817702	9323.627239441	31.343	74.627	D
92	Spectrogram 1	1	2019/2/5  8:02:57.0558	9327.055796584	9329.664481366	32.836	92.040	D
93	Spectrogram 1	1	2019/2/5  8:02:59.1427	9329.142744410	9333.391173913	25.871	84.080	D
94	Spectrogram 1	1	2019/2/5  8:03:04.7328	9334.732783230	9338.683077329	39.801	91.045	D
95	Spectrogram 1	1	2019/2/5  8:03:27.5401	9357.540141615	9359.776157143	50.249	92.040	D
96	Spectrogram 1	1	2019/2/5  8:03:42.7450	9372.745047205	9377.440679814	29.353	90.050	D
97	Spectrogram 1	1	2019/2/5  8:03:50.4970	9380.497017702	9383.105702484	31.841	74.129	D
98	Spectrogram 1	1	2019/2/5  8:03:54.0746	9384.074642547	9387.875868944	23.881	84.080	D
99	Spectrogram 1	1	2019/2/5  8:04:05.4783	9395.478321739	9398.385141925	31.343	79.602	D
100	Spectrogram 1	1	2019/2/5  8:04:11.5901	9401.590097516	9404.496917702	40.796	81.592	D
101	Spectrogram 1	1	2019/2/5  8:04:27.1677	9417.167672360	9421.192500311	28.358	65.174	D
102	Spectrogram 1	1	2019/2/5  8:04:34.9937	9424.993726708	9428.645885404	35.821	83.085	D
103	Spectrogram 1	1	2019/2/5  8:04:53.7763	9443.776257143	9446.235874224	43.781	78.109	D
104	Spectrogram 1	1	2019/2/5  8:04:57.9502	9447.950152795	9451.229642236	42.786	99.502	D
105	Spectrogram 1	1	2019/2/5  8:05:06.0743	9456.074342547	9460.546373602	25.373	61.194	D
106	Spectrogram 1	1	2019/2/5  8:05:21.0556	9471.055646584	9476.943820807	43.284	79.104	D
107	Spectrogram 1	1	2019/2/5  8:05:34.8449	9484.844859006	9489.838627019	35.821	57.214	D
108	Spectrogram 1	1	2019/2/5  8:05:55.4907	9505.490735714	9508.248488199	44.776	86.567	D
109	Spectrogram 1	1	2019/2/5  8:06:07.6398	9517.639753416	9519.726701242	32.338	88.557	D
110	Spectrogram 1	1	2019/2/5  8:06:19.5652	9529.565169565	9532.919192857	32.836	81.095	D
111	Spectrogram 1	1	2019/2/5  8:06:10.1739	9520.173904348	9524.198732298	30.348	52.736	D
112	Spectrogram 1	1	2019/2/5  8:06:35.0682	9545.068210559	9548.049564596	39.303	59.204	D
113	Spectrogram 1	1	2019/2/5  8:06:39.7638	9549.763843168	9552.745197205	41.791	76.119	D
114	Spectrogram 1	1	2019/2/5  8:06:53.2545	9563.254470186	9566.310358075	41.791	74.627	D
115	Spectrogram 1	1	2019/2/5  8:07:15.3910	9585.391023913	9588.595979503	35.323	69.154	D
116	Spectrogram 1	1	2019/2/5  8:07:02.4221	9572.422133851	9581.962466770	15.920	27.861	Antarctic
117	Spectrogram 1	1	2019/2/5  8:08:01.4534	9631.453393789	9633.838477019	25.373	94.527	D
118	Spectrogram 1	1	2019/2/5  8:08:29.8508	9659.850790994	9665.142694410	39.801	72.637	D
119	Spectrogram 1	1	2019/2/5  8:08:45.0557	9675.055696584	9679.155058385	28.358	72.139	D
120	Spectrogram 1	1	2019/2/5  8:08:49.5277	9679.527727640	9687.204714286	33.831	71.144	D
121	Spectrogram 1	1	2019/2/5  8:09:05.9252	9695.925174845	9698.608393478	45.274	82.090	D
122	Spectrogram 1	1	2019/2/5  8:09:12.2610	9702.261002174	9706.211296273	43.781	73.134	D
123	Spectrogram 1	1	2019/2/5  8:09:19.3417	9709.341718012	9712.844809006	45.771	79.602	D
124	Spectrogram 1	1	2019/2/5  8:10:07.3415	9757.341518012	9759.950202795	52.239	86.070	D
125	Spectrogram 1	1	2019/2/5  8:10:13.1552	9763.155158385	9767.403587888	34.328	60.199	D
126	Spectrogram 1	1	2019/2/5  8:10:20.0123	9770.012272671	9774.484303727	33.831	73.134	D
127	Spectrogram 1	1	2019/2/5  8:10:27.0185	9777.018454658	9779.627139441	39.303	75.124	D
128	Spectrogram 1	1	2019/2/5  8:10:34.6209	9784.620907453	9787.005990683	41.791	66.169	D
129	Spectrogram 1	1	2019/2/5  8:10:58.6213	9808.621257453	9811.677145342	29.353	71.642	D
130	Spectrogram 1	1	2019/2/5  8:11:04.5094	9814.509431677	9818.608793478	40.299	69.652	D
131	Spectrogram 1	1	2019/2/5  8:11:28.5839	9838.583865528	9842.757761180	38.806	73.134	D
132	Spectrogram 1	1	2019/2/5  8:11:49.8260	9859.826013043	9863.403637888	31.343	55.721	D
133	Spectrogram 1	1	2019/2/5  8:11:55.0434	9865.043382609	9868.471939752	39.801	86.070	D
134	Spectrogram 1	1	2019/2/5  8:12:27.9873	9897.987344720	9901.117766460	33.831	84.577	D
135	Spectrogram 1	1	2019/2/5  8:12:23.3662	9893.366245963	9897.391073913	34.826	82.587	D
136	Spectrogram 1	1	2019/2/5  8:12:35.0681	9905.068060559	9908.049414596	21.393	86.567	D
137	Spectrogram 1	1	2019/2/5  8:12:48.2610	9918.261002174	9921.391423913	31.343	87.065	D
138	Spectrogram 1	1	2019/2/5  8:12:53.3293	9923.329304037	9928.770275155	15.920	60.697	D
139	Spectrogram 1	1	2019/2/5  8:13:00.0374	9930.037350621	9933.242306211	45.274	83.085	D
140	Spectrogram 1	1	2019/2/5  8:13:20.0870	9950.086956522	9953.739115217	26.368	50.746	D
141	Spectrogram 1	1	2019/2/5  8:13:27.4658	9957.465807764	9961.788771118	20.398	30.846	Antarctic
142	Spectrogram 1	1	2019/2/5  8:13:33.3540	9963.353981988	9965.664531366	25.871	47.761	D
143	Spectrogram 1	1	2019/2/5  8:13:39.9130	9969.912960870	9971.925374845	32.836	76.617	D
144	Spectrogram 1	1	2019/2/5  8:13:44.8322	9974.832195031	9976.695541304	48.259	72.139	D
145	Spectrogram 1	1	2019/2/5  8:13:51.5402	9981.540241615	9986.086806522	31.841	87.065	D
146	Spectrogram 1	1	2019/2/5  8:14:14.9439	10004.943870807	10009.043232609	27.363	52.736	D
147	Spectrogram 1	1	2019/2/5  8:14:20.3103	10010.310308075	10014.782339130	25.871	53.731	D
148	Spectrogram 1	1	2019/2/5  8:14:28.2854	10018.285430124	10021.639453416	26.368	44.279	D
149	Spectrogram 1	1	2019/2/5  8:14:51.5404	10041.540441615	10044.223660248	39.303	79.104	D
150	Spectrogram 1	1	2019/2/5  8:15:06.3727	10056.372677950	10060.546573602	31.841	63.184	D
151	Spectrogram 1	1	2019/2/5  8:15:14.3478	10064.347800000	10069.117966460	34.826	69.652	D
152	Spectrogram 1	1	2019/2/5  8:15:31.7142	10081.714187267	10085.589947516	29.851	77.612	D
153	Spectrogram 1	1	2019/2/5  8:15:46.9936	10096.993626708	10101.316590062	39.801	74.129	D
154	Spectrogram 1	1	2019/2/5  8:16:51.9131	10161.913060870	10164.372677950	33.333	87.562	D
155	Spectrogram 1	1	2019/2/5  8:17:06.5217	10176.521695652	10180.397455901	30.846	60.697	D
156	Spectrogram 1	1	2019/2/5  8:17:20.5341	10190.534059627	10193.515413665	37.313	83.582	D
157	Spectrogram 1	1	2019/2/5  8:17:44.6085	10214.608493478	10218.186118323	33.333	84.080	D
158	Spectrogram 1	1	2019/2/5  8:17:50.6457	10220.645735404	10224.297894099	45.771	81.095	D
159	Spectrogram 1	1	2019/2/5  8:17:48.1116	10218.111584472	10220.049464596	45.274	93.035	D
160	Spectrogram 1	1	2019/2/5  8:19:45.8010	10335.800985093	10339.005940683	39.303	82.090	D
161	Spectrogram 1	1	2019/2/5  8:20:07.8635	10357.863454969	10361.068410559	28.358	56.716	D
162	Spectrogram 1	1	2019/2/5  8:20:15.8386	10365.838577019	10370.981412733	31.841	56.716	D
163	Spectrogram 1	1	2019/2/5  8:20:25.3044	10375.304376087	10378.509331677	43.781	86.070	D
164	Spectrogram 1	1	2019/2/5  8:21:03.1676	10413.167572360	10417.341468012	39.303	78.607	D
165	Spectrogram 1	1	2019/2/5  8:21:52.2113	10462.211296273	10466.236124224	42.289	80.100	D
166	Spectrogram 1	1	2019/2/5  8:22:19.3416	10489.341618012	10492.621107453	27.861	79.602	D
167	Spectrogram 1	1	2019/2/5  8:22:35.4409	10505.440929814	10507.304276087	29.851	58.209	D
168	Spectrogram 1	1	2019/2/5  8:22:39.3912	10509.391223913	10513.117916460	33.831	79.104	D
169	Spectrogram 1	1	2019/2/5  8:22:45.0558	10515.055796584	10517.664481366	46.269	79.602	D
170	Spectrogram 1	1	2019/2/5  8:22:49.5278	10519.527827640	10521.093038509	44.776	91.045	D
171	Spectrogram 1	1	2019/2/5  8:22:58.6955	10528.695491304	10530.484303727	30.846	79.104	D
172	Spectrogram 1	1	2019/2/5  8:23:05.6271	10535.627139441	10536.968748758	34.328	79.104	D
173	Spectrogram 1	1	2019/2/5  8:23:20.5339	10550.533909627	10553.515263665	27.363	84.577	D
174	Spectrogram 1	1	2019/2/5  8:24:10.1739	10600.173904348	10602.260852174	36.318	73.134	D
175	Spectrogram 1	1	2019/2/5  8:24:46.3974	10636.397355901	10640.869386957	16.915	40.299	D
176	Spectrogram 1	1	2019/2/5  8:24:55.1924	10645.192350311	10648.397305901	50.746	93.035	D
177	Spectrogram 1	1	2019/2/5  8:25:00.7079	10650.707855280	10653.391073913	39.801	82.090	D
178	Spectrogram 1	1	2019/2/5  8:25:16.7326	10666.732633230	10670.012122671	40.796	95.522	D
179	Spectrogram 1	1	2019/2/5  8:28:35.5898	10865.589847516	10868.869336957	34.328	72.139	D
180	Spectrogram 1	1	2019/2/5  8:28:40.2109	10870.210946273	10872.670563354	26.368	58.209	D
181	Spectrogram 1	1	2019/2/5  8:28:42.3724	10872.372427950	10875.800985093	31.841	62.189	D
182	Spectrogram 1	1	2019/2/5  8:28:54.2978	10884.297844099	10887.428265839	35.323	76.119	D
183	Spectrogram 1	1	2019/2/5  8:28:57.8009	10887.800935093	10889.589747516	33.333	73.632	D
184	Spectrogram 1	1	2019/2/5  8:29:23.1429	10913.142894410	10915.602511491	35.323	49.254	D
185	Spectrogram 1	1	2019/2/5  8:29:53.9254	10943.925374845	10946.981262733	35.821	78.109	D
186	Spectrogram 1	1	2019/2/5  8:30:02.8694	10952.869436957	10956.372527950	34.826	74.129	D
187	Spectrogram 1	1	2019/2/5  8:30:37.3041	10987.304076087	10991.403437888	33.333	48.259	D
188	Spectrogram 1	1	2019/2/5  8:30:43.8631	10993.863054969	10997.589747516	33.333	51.244	D
189	Spectrogram 1	1	2019/2/5  8:30:53.1802	11003.180236335	11005.490785714	41.294	84.080	D
190	Spectrogram 1	1	2019/2/5  8:30:55.8635	11005.863454969	11008.546673602	39.801	75.124	D
191	Spectrogram 1	1	2019/2/5  8:31:13.4534	11023.453443789	11027.552805590	45.771	89.055	D
192	Spectrogram 1	1	2019/2/5  8:31:18.5217	11028.521745652	11030.832295031	48.259	78.109	D
193	Spectrogram 1	1	2019/2/5  8:31:21.2050	11031.204964286	11034.558987578	52.239	93.035	D
194	Spectrogram 1	1	2019/2/5  8:32:14.1240	11084.123998447	11086.732683230	33.831	67.164	D
195	Spectrogram 1	1	2019/2/5  8:33:58.9936	11188.993576708	11192.123998447	28.358	46.766	D
196	Spectrogram 1	1	2019/2/5  8:34:16.2109	11206.210896273	11209.713987267	34.826	55.721	D
197	Spectrogram 1	1	2019/2/5  8:34:29.9256	11219.925574845	11223.055996584	32.836	66.169	D
198	Spectrogram 1	1	2019/2/5  8:34:36.4846	11226.484553727	11230.136712422	37.811	65.174	D
199	Spectrogram 1	1	2019/2/5  8:34:39.6895	11229.689509317	11234.161540373	43.284	71.642	D
200	Spectrogram 1	1	2019/2/5  8:35:02.3478	11252.347800000	11254.881950932	24.378	49.254	D
201	Spectrogram 1	1	2019/2/5  8:35:06.8944	11256.894364907	11260.099320497	37.313	50.249	D
202	Spectrogram 1	1	2019/2/5  8:36:25.0063	11335.006290683	11337.764043168	44.279	74.129	D
203	Spectrogram 1	1	2019/2/5  8:36:34.2485	11344.248488199	11347.304376087	52.736	81.095	D
204	Spectrogram 1	1	2019/2/5  8:37:03.3912	11373.391223913	11376.968848758	39.801	85.572	D
205	Spectrogram 1	1	2019/2/5  8:40:34.0993	11584.099320497	11587.676945342	34.328	50.249	D
206	Spectrogram 1	1	2019/2/5  8:40:39.0931	11589.093088509	11594.906728882	55.721	78.607	D
207	Spectrogram 1	1	2019/2/5  8:40:57.0557	11607.055746584	11608.993626708	56.716	82.587	D
208	Spectrogram 1	1	2019/2/5  8:41:22.0246	11632.024586646	11636.794753106	23.383	51.741	D
209	Spectrogram 1	1	2019/2/5  8:41:29.6275	11639.627489441	11642.906978882	34.826	46.269	D
210	Spectrogram 1	1	2019/2/5  8:41:41.7020	11651.701973292	11654.608793478	55.721	85.075	D
211	Spectrogram 1	1	2019/2/5  8:41:51.2423	11661.242306211	11664.447261801	36.318	49.751	D
212	Spectrogram 1	1	2019/2/5  8:41:57.6522	11667.652217391	11670.484503727	37.811	52.239	D
213	Spectrogram 1	1	2019/2/5  8:42:14.7205	11684.720469255	11687.105552484	28.856	56.219	D
214	Spectrogram 1	1	2019/2/5  8:42:20.9813	11690.981312733	11693.440929814	29.851	66.667	D
215	Spectrogram 1	1	2019/2/5  8:42:25.9005	11695.900546894	11699.478171739	34.328	57.214	D
216	Spectrogram 1	1	2019/2/5  8:42:34.9191	11704.919142857	11708.794903106	29.851	87.065	D
217	Spectrogram 1	1	2019/2/5  8:43:15.6146	11745.614625466	11748.148776398	54.726	86.567	D
218	Spectrogram 1	1	2019/2/5  8:43:42.1491	11772.149126398	11776.695691304	31.343	50.746	D
219	Spectrogram 1	1	2019/2/5  8:43:48.4845	11778.484503727	11782.136662422	33.333	52.239	D
220	Spectrogram 1	1	2019/2/5  8:43:57.1304	11787.130430435	11790.931656832	47.761	84.577	D
221	Spectrogram 1	1	2019/2/5  8:44:06.2236	11796.223560248	11800.322922050	45.274	76.119	D
222	Spectrogram 1	1	2019/2/5  8:44:23.8135	11813.813549068	11816.422233851	46.766	99.005	D
223	Spectrogram 1	1	2019/2/5  8:44:32.6085	11822.608543478	11827.602311491	35.821	73.632	D
224	Spectrogram 1	1	2019/2/5  8:45:09.2051	11859.205114286	11864.124348447	39.303	83.085	D
225	Spectrogram 1	1	2019/2/5  8:46:06.8198	11916.819781056	11920.546473602	44.776	80.597	D
226	Spectrogram 1	1	2019/2/5  8:46:18.2235	11928.223460248	11932.770025155	35.323	48.259	D
227	Spectrogram 1	1	2019/2/5  8:46:25.1551	11935.155108385	11937.167522360	27.363	78.109	D
228	Spectrogram 1	1	2019/2/5  8:46:38.9439	11948.943870807	11951.179886335	28.358	94.527	D
229	Spectrogram 1	1	2019/2/5  8:46:47.8879	11957.887932919	11962.061828571	42.289	78.109	D
230	Spectrogram 1	1	2019/2/5  8:47:46.4720	12016.471989752	12019.900546894	35.821	62.189	D
231	Spectrogram 1	1	2019/2/5  8:47:53.7018	12023.701773292	12026.608593478	26.368	70.149	D
232	Spectrogram 1	1	2019/2/5  8:48:01.8260	12031.825963043	12034.360113975	23.881	36.816	D
233	Spectrogram 1	1	2019/2/5  8:49:18.4472	12108.447211801	12112.099370497	36.318	56.716	D
234	Spectrogram 1	1	2019/2/5  8:50:17.9252	12167.925224845	12170.757511180	27.363	50.249	D
235	Spectrogram 1	1	2019/2/5  8:50:46.4721	12196.472139752	12201.913110870	40.299	84.577	D
236	Spectrogram 1	1	2019/2/5  8:51:14.0497	12224.049664596	12229.117966460	65.174	98.507	D
237	Spectrogram 1	1	2019/2/5  8:51:35.7390	12245.739015217	12247.825963043	45.771	77.612	D
238	Spectrogram 1	1	2019/2/5  8:53:12.0372	12342.037200621	12346.136562422	47.264	72.637	D
239	Spectrogram 1	1	2019/2/5  8:53:22.1738	12352.173804348	12357.167572360	43.781	73.134	D
240	Spectrogram 1	1	2019/2/5  8:53:28.5837	12358.583715528	12363.428415839	51.741	83.085	D
241	Spectrogram 1	1	2019/2/5  8:54:34.2485	12424.248488199	12431.254670186	45.771	76.119	D
242	Spectrogram 1	1	2019/2/5  8:54:48.8571	12438.857122981	12444.149026398	20.896	28.358	Antarctic
243	Spectrogram 1	1	2019/2/5  8:55:50.3476	12500.347550000	12505.639453416	21.891	29.851	Antarctic
244	Spectrogram 1	1	2019/2/5  8:56:12.7082	12522.708155280	12527.254720186	40.796	80.100	D
245	Spectrogram 1	1	2019/2/5  8:56:30.9689	12540.968948758	12552.745297205	19.403	28.856	Antarctic
246	Spectrogram 1	1	2019/2/5  8:58:05.7019	12635.701923292	12638.161540373	44.279	93.035	D
247	Spectrogram 1	1	2019/2/5  8:58:44.3105	12674.310458075	12678.707955280	43.781	74.129	D
248	Spectrogram 1	1	2019/2/5  8:58:55.1924	12685.192400311	12687.875618944	33.831	67.662	D
249	Spectrogram 1	1	2019/2/5  8:59:03.3911	12693.391123913	12696.447011801	33.831	50.249	D
250	Spectrogram 1	1	2019/2/5  8:59:10.0246	12700.024636646	12703.602261491	36.816	51.244	D
251	Spectrogram 1	1	2019/2/5  8:59:18.1488	12708.148826398	12712.024586646	37.811	51.741	D
252	Spectrogram 1	1	2019/2/5  8:59:35.0685	12725.068460559	12727.677145342	63.682	84.080	D
253	Spectrogram 1	1	2019/2/5  8:59:51.7640	12741.764043168	12745.863404969	35.323	62.189	D
254	Spectrogram 1	1	2019/2/5  9:01:44.6833	12854.683277329	12856.919292857	42.786	85.572	D
255	Spectrogram 1	1	2019/2/5  9:01:34.2485	12844.248538199	12846.037350621	25.871	58.209	D
256	Spectrogram 1	1	2019/2/5  9:05:27.7640	13077.763993168	13080.223610248	43.781	79.602	D
257	Spectrogram 1	1	2019/2/5  9:07:03.0187	13173.018704658	13176.298194099	44.776	77.612	D
258	Spectrogram 1	1	2019/2/5  9:08:31.7140	13261.713987267	13266.558687578	44.279	82.090	D
259	Spectrogram 1	1	2019/2/5  9:08:26.6461	13256.646135404	13264.248588199	20.398	28.856	Antarctic
260	Spectrogram 1	1	2019/2/5  9:09:36.4098	13326.409819876	13335.577483540	21.393	29.353	Antarctic
