Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
24	Spectrogram 1	1	2019/2/4  15:44:41.6830	10406.682968634	10416.148767702	20.3	31.0	Antarctic
25	Spectrogram 1	1	2019/2/4  15:47:00.8381	10545.838118323	10553.366037267	30.5	97.9	D
26	Spectrogram 1	1	2019/2/4  15:47:38.0310	10583.030959938	10591.304217391	36.9	87.2	D
27	Spectrogram 1	1	2019/2/4  15:50:30.4282	10755.428207143	10764.297735404	18.7	34.2	Antarctic
28	Spectrogram 1	1	2019/2/4  15:51:40.1923	10825.192341615	10832.422125155	18.7	33.7	Antarctic
29	Spectrogram 1	1	2019/2/4  15:52:55.5465	10900.546514907	10916.571292857	22.5	32.6	Antarctic
30	Spectrogram 1	1	2019/2/4  15:54:08.9624	10973.962358075	10982.310149379	16.0	30.5	Antarctic
31	Spectrogram 1	1	2019/2/4  15:53:55.1736	10960.173595652	10963.154949689	34.8	86.6	D
32	Spectrogram 1	1	2019/2/4  15:57:25.4345	11170.434489130	11174.310249379	33.7	94.7	D
33	Spectrogram 1	1	2019/2/4  15:57:30.2047	11175.204655590	11177.515204969	26.7	80.7	D
34	Spectrogram 1	1	2019/2/4  15:57:00.6147	11145.614716770	11148.745138509	24.6	81.8	D
35	Spectrogram 1	1	2019/2/4  15:57:37.7326	11182.732574534	11185.192191615	31.0	59.4	D
36	Spectrogram 1	1	2019/2/4  15:57:59.0493	11204.049255901	11212.695182609	19.3	29.9	Antarctic
37	Spectrogram 1	1	2019/2/4  15:59:39.8195	11304.819472360	11311.825654348	32.6	82.4	D
38	Spectrogram 1	1	2019/2/4  15:58:19.8447	11224.844650311	11227.006131988	24.6	79.7	D
39	Spectrogram 1	1	2019/2/4  16:01:50.7763	11435.776348447	11444.869478261	18.7	30.5	Antarctic
40	Spectrogram 1	1	2019/2/4  16:03:23.4219	11528.421925155	11535.055437888	43.9	85.6	D
41	Spectrogram 1	1	2019/2/4  16:06:54.0555	11739.055487888	11745.614466770	18.2	32.1	Antarctic
42	Spectrogram 1	1	2019/2/4  16:07:46.8259	11791.825904348	11799.502890994	29.9	80.7	D
43	Spectrogram 1	1	2019/2/4  16:08:10.8258	11815.825804348	11823.875460248	16.6	31.0	Antarctic
44	Spectrogram 1	1	2019/2/4  16:09:19.1738	11884.173795652	11891.403579193	20.3	29.9	Antarctic
45	Spectrogram 1	1	2019/2/4  16:10:17.8319	11942.831936335	11949.092779814	19.3	29.4	Antarctic
46	Spectrogram 1	1	2019/2/4  16:20:12.3350	12537.334977329	12546.949844099	19.8	30.5	Antarctic
47	Spectrogram 1	1	2019/2/4  16:24:44.8321	12809.832086335	12812.664372671	41.7	97.3	D
48	Spectrogram 1	1	2019/2/4  16:24:30.2980	12795.297985404	12799.099211801	36.9	92.0	D
49	Spectrogram 1	1	2019/2/4  16:26:49.5277	12934.527668944	12937.583556832	42.8	86.1	D
50	Spectrogram 1	1	2019/2/4  16:32:41.2543	13286.254261491	13293.707646584	17.6	32.1	Antarctic
51	Spectrogram 1	1	2019/2/4  16:33:52.3600	13357.360005280	13370.925166149	17.1	31.6	Antarctic
52	Spectrogram 1	1	2019/2/4  16:35:34.3228	13459.322763354	13467.819622360	19.3	28.9	Antarctic
53	Spectrogram 1	1	2019/2/4  16:39:14.8322	13529.832236335	13538.999900000	16.6	30.5	Antarctic
54	Spectrogram 1	1	2019/2/4  16:40:21.0183	13596.018295963	13605.036891925	19.3	30.5	Antarctic
55	Spectrogram 1	1	2019/2/4  16:40:53.1428	13628.142835714	13635.372619255	22.5	31.0	Antarctic
56	Spectrogram 1	1	2019/2/4  16:41:30.1116	13665.111625776	13671.894206211	21.4	32.1	Antarctic
57	Spectrogram 1	1	2019/2/4  16:43:53.8879	13808.887874224	13819.695282609	17.1	30.5	Antarctic
58	Spectrogram 1	1	2019/2/4  16:48:35.1800	14090.179977640	14091.521586957	64.7	99.5	D
59	Spectrogram 1	1	2019/2/4  16:49:43.6021	14158.602052795	14165.161031677	20.3	29.4	Antarctic
60	Spectrogram 1	1	2019/2/4  16:50:29.8880	14204.888024224	14206.676836646	61.0	96.3	D
61	Spectrogram 1	1	2019/2/4  16:50:50.3103	14225.310299379	14242.378551242	20.9	30.5	Antarctic
62	Spectrogram 1	1	2019/2/4  16:54:28.8445	14443.844450311	14446.005931988	29.4	70.6	D
63	Spectrogram 1	1	2019/2/4  16:54:39.2047	14454.204655590	14462.701514596	17.6	30.5	Antarctic
64	Spectrogram 1	1	2019/2/4  16:55:13.5648	14488.564760870	14498.105093789	20.3	29.9	Antarctic
65	Spectrogram 1	1	2019/2/4  16:56:23.3289	14558.328895342	14565.782280435	21.4	27.3	Antarctic
66	Spectrogram 1	1	2019/2/4  16:57:03.0554	14598.055437888	14605.359755280	20.3	30.5	Antarctic
67	Spectrogram 1	1	2019/2/4  16:59:04.1738	14719.173845652	14732.962608075	17.1	31.0	Antarctic
68	Spectrogram 1	1	2019/2/4  17:01:28.3973	14863.397297205	14880.838218323	20.3	28.3	Antarctic
69	Spectrogram 1	1	2019/2/4  17:02:19.2294	14914.229383540	14921.086497826	20.9	29.9	Antarctic
70	Spectrogram 1	1	2019/2/4  17:02:29.5155	14924.515504969	14940.391215217	19.3	29.9	Antarctic
71	Spectrogram 1	1	2019/2/4  17:19:27.3538	15942.353823292	15943.471831056	61.0	92.5	D
72	Spectrogram 1	1	2019/2/4  17:24:30.1862	16245.186209627	16256.291753416	19.8	27.8	Antarctic
73	Spectrogram 1	1	2019/2/4  17:25:38.1611	16313.161081677	16323.819422360	20.9	31.0	Antarctic
74	Spectrogram 1	1	2019/2/4  17:25:15.0556	16290.055587888	16292.589738820	27.3	80.2	D
75	Spectrogram 1	1	2019/2/4  17:25:19.3786	16294.378551242	16297.136303727	26.2	66.3	D
76	Spectrogram 1	1	2019/2/4  17:25:29.9624	16304.962358075	16308.167313665	28.3	68.4	D
77	Spectrogram 1	1	2019/2/4  17:26:18.6334	16353.633412733	16363.844550311	19.8	27.8	Antarctic
78	Spectrogram 1	1	2019/2/4  17:29:00.8941	16515.894056211	16528.117607764	16.6	29.9	Antarctic
79	Spectrogram 1	1	2019/2/4  17:31:19.8261	16654.826054348	16666.751470497	19.3	33.2	Antarctic
80	Spectrogram 1	1	2019/2/4  17:32:29.7388	16724.738806522	16738.303967391	20.3	30.5	Antarctic
81	Spectrogram 1	1	2019/2/4  17:33:39.5775	16794.577474845	16808.068101863	18.7	29.9	Antarctic
82	Spectrogram 1	1	2019/2/4  17:34:15.7264	16830.726392547	16839.148717702	18.7	29.4	Antarctic
83	Spectrogram 1	1	2019/2/4  17:34:49.1925	16864.192541615	16877.906770186	18.7	30.5	Antarctic
84	Spectrogram 1	1	2019/2/4  17:35:17.4409	16892.440871118	16904.366287267	19.8	30.5	Antarctic
85	Spectrogram 1	1	2019/2/4  17:36:45.1677	16980.167663665	16999.471931056	17.6	29.9	Antarctic
86	Spectrogram 1	1	2019/2/4  17:39:21.4656	17136.465599068	17145.633262733	20.3	28.3	Antarctic
87	Spectrogram 1	1	2019/2/4  17:39:53.1425	17168.142485714	17176.043073913	20.9	31.0	Antarctic
88	Spectrogram 1	1	2019/2/4  17:40:15.8012	17190.801226398	17211.521636957	18.2	31.6	Antarctic
89	Spectrogram 1	1	2019/2/4  17:41:24.9686	17259.968640062	17261.757452484	58.3	79.7	D
90	Spectrogram 1	1	2019/2/4  17:41:29.5897	17264.589738820	17284.490277019	20.9	30.5	Antarctic
91	Spectrogram 1	1	2019/2/4  17:42:46.2855	17341.285521429	17355.372419255	19.3	29.9	Antarctic
92	Spectrogram 1	1	2019/2/4  17:43:03.6519	17358.651908696	17368.117707764	19.8	29.4	Antarctic
93	Spectrogram 1	1	2019/2/4  17:42:53.1426	17348.142635714	17351.347591304	74.3	97.3	D
94	Spectrogram 1	1	2019/2/4  17:43:55.2298	17410.229783540	17424.465749068	21.9	29.9	Antarctic
95	Spectrogram 1	1	2019/2/4  17:45:06.7823	17481.782280435	17495.198373602	19.8	30.5	Antarctic
96	Spectrogram 1	1	2019/2/4  17:45:25.4903	17500.490277019	17504.142435714	43.3	96.8	D
97	Spectrogram 1	1	2019/2/4  17:45:47.1801	17522.180077640	17541.409811180	18.7	31.6	Antarctic
98	Spectrogram 1	1	2019/2/4  17:47:24.2981	17619.298135404	17632.490627019	20.9	32.1	Antarctic
99	Spectrogram 1	1	2019/2/4  17:48:01.4905	17656.490527019	17665.509122981	18.2	33.7	Antarctic
100	Spectrogram 1	1	2019/2/4  17:49:04.2480	17719.248029503	17721.558578882	42.2	84.5	D
101	Spectrogram 1	1	2019/2/4  17:49:08.9437	17723.943662112	17725.881542236	50.8	84.5	D
102	Spectrogram 1	1	2019/2/4  17:50:29.0680	17804.068001863	17817.260493478	19.8	29.4	Antarctic
103	Spectrogram 1	1	2019/2/4  17:52:49.0430	17944.043023913	17947.098911801	26.7	97.9	D
104	Spectrogram 1	1	2019/2/4  17:52:53.7202	17948.720210559	17950.658090683	39.6	75.4	D
105	Spectrogram 1	1	2019/2/4  17:53:14.1425	17969.142485714	17976.074133851	17.1	29.9	Antarctic
