Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
31	Spectrogram 1	1	2019/2/5  1:06:02.6271	2987.627130745	2991.428357143	45.1	88.6	D
32	Spectrogram 1	1	2019/2/5  1:06:21.0370	3006.036991925	3008.645676708	45.7	91.8	D
33	Spectrogram 1	1	2019/2/5  1:06:30.5773	3015.577324845	3018.260543478	27.7	92.4	D
34	Spectrogram 1	1	2019/2/5  1:06:36.5400	3021.540032919	3025.266725466	29.3	92.9	D
35	Spectrogram 1	1	2019/2/5  1:06:42.2046	3027.204605590	3030.036891925	37.5	90.8	D
36	Spectrogram 1	1	2019/2/5  1:06:47.7946	3032.794644410	3034.956126087	31.5	67.9	D
37	Spectrogram 1	1	2019/2/5  1:06:52.2667	3037.266675466	3040.173495652	35.9	91.8	D
38	Spectrogram 1	1	2019/2/5  1:07:06.8012	3051.801226398	3054.186309627	25.5	65.8	D
39	Spectrogram 1	1	2019/2/5  1:07:12.9875	3057.987536025	3061.117957764	27.2	63.6	D
40	Spectrogram 1	1	2019/2/5  1:07:21.7080	3066.707996584	3069.391215217	44.0	85.9	D
41	Spectrogram 1	1	2019/2/5  1:07:40.8632	3085.863196273	3089.515354969	63.0	94.0	D
42	Spectrogram 1	1	2019/2/5  1:07:37.3601	3082.360105280	3090.484295031	18.5	31.5	Antarctic
43	Spectrogram 1	1	2019/2/5  1:12:29.3851	3374.385083230	3376.621098758	44.6	77.2	D
44	Spectrogram 1	1	2019/2/5  1:13:48.1674	3453.167363665	3455.626980745	25.5	89.7	D
45	Spectrogram 1	1	2019/2/5  1:17:27.2233	3672.223251553	3674.608334783	38.6	83.7	D
46	Spectrogram 1	1	2019/2/5  1:18:17.7577	3722.757652484	3725.664472671	32.6	88.6	D
47	Spectrogram 1	1	2019/2/5  1:18:36.6147	3741.614716770	3744.819672360	37.5	69.0	D
48	Spectrogram 1	1	2019/2/5  1:18:47.4967	3752.496659006	3755.925216149	38.6	76.1	D
49	Spectrogram 1	1	2019/2/5  1:18:57.9314	3762.931398137	3765.912752174	41.3	83.2	D
50	Spectrogram 1	1	2019/2/5  1:18:42.9501	3747.950094099	3750.186109627	20.7	66.8	D
51	Spectrogram 1	1	2019/2/5  1:19:12.5400	3777.540032919	3780.744988509	46.7	73.4	D
52	Spectrogram 1	1	2019/2/5  1:19:22.0804	3787.080365839	3790.508922981	38.6	78.8	D
53	Spectrogram 1	1	2019/2/5  1:19:29.3101	3794.310149379	3797.738706522	35.3	77.7	D
54	Spectrogram 1	1	2019/2/5  1:21:50.5527	3935.552696894	3946.061969876	17.4	27.7	Antarctic
55	Spectrogram 1	1	2019/2/5  1:22:15.8942	3960.894206211	3965.068101863	32.1	81.5	D
56	Spectrogram 1	1	2019/2/5  1:22:23.3476	3968.347591304	3971.925216149	37.5	81.0	D
57	Spectrogram 1	1	2019/2/5  1:22:30.8010	3975.800976398	3980.198473602	32.6	76.1	D
58	Spectrogram 1	1	2019/2/5  1:22:44.5152	3989.515204969	3992.943762112	52.2	81.0	D
59	Spectrogram 1	1	2019/2/5  1:23:07.6207	4012.620698758	4015.303917391	38.0	72.3	D
60	Spectrogram 1	1	2019/2/5  1:23:43.9191	4048.919134161	4051.304217391	35.9	83.7	D
61	Spectrogram 1	1	2019/2/5  1:24:20.7389	4085.738856522	4089.912752174	34.8	84.8	D
62	Spectrogram 1	1	2019/2/5  1:26:38.1052	4223.105193789	4226.533750932	48.9	85.9	D
63	Spectrogram 1	1	2019/2/5  1:25:25.0620	4150.062019876	4152.894306211	39.7	76.6	D
64	Spectrogram 1	1	2019/2/5  1:26:31.0245	4216.024477950	4218.633162733	32.6	73.9	D
65	Spectrogram 1	1	2019/2/5  1:27:13.5838	4258.583756832	4261.714178571	56.0	91.3	D
66	Spectrogram 1	1	2019/2/5  1:30:04.4903	4429.490327019	4432.918884161	47.8	81.0	D
67	Spectrogram 1	1	2019/2/5  1:31:22.0805	4507.080515839	4510.509072981	42.4	78.8	D
68	Spectrogram 1	1	2019/2/5  1:31:39.8941	4524.894106211	4527.875460248	39.7	85.9	D
69	Spectrogram 1	1	2019/2/5  1:32:31.6956	4576.695582609	4580.049605901	42.4	87.0	D
70	Spectrogram 1	1	2019/2/5  1:34:25.4347	4690.434689130	4693.416043168	35.9	89.1	D
71	Spectrogram 1	1	2019/2/5  1:39:13.9561	4978.956126087	4982.384683230	39.7	72.8	D
72	Spectrogram 1	1	2019/2/5  1:45:41.8321	5366.832086335	5370.186109627	52.2	92.4	D
73	Spectrogram 1	1	2019/2/5  1:56:42.5028	6027.502840994	6037.415843168	20.1	30.4	Antarctic
74	Spectrogram 1	1	2019/2/5  2:15:46.5093	6946.509272981	6954.409861180	19.0	29.9	Antarctic
75	Spectrogram 1	1	2019/2/5  2:16:47.7016	7007.701564596	7011.204655590	37.5	82.1	D
76	Spectrogram 1	1	2019/2/5  2:16:53.8133	7013.813340373	7023.353673292	17.9	30.4	Antarctic
77	Spectrogram 1	1	2019/2/5  2:18:04.8446	7084.844550311	7093.714078571	18.5	29.3	Antarctic
78	Spectrogram 1	1	2019/2/5  2:22:54.5590	7374.558978882	7384.770116460	21.7	32.6	Antarctic
79	Spectrogram 1	1	2019/2/5  2:23:41.9625	7421.962508075	7430.012163975	21.2	30.4	Antarctic
80	Spectrogram 1	1	2019/2/5  2:24:51.6521	7491.652108696	7502.012313975	19.6	31.0	Antarctic
81	Spectrogram 1	1	2019/2/5  2:26:01.0431	7561.043123913	7571.105193789	20.7	31.5	Antarctic
82	Spectrogram 1	1	2019/2/5  2:39:19.6024	8359.602402795	8362.136553727	39.7	70.1	D
83	Spectrogram 1	1	2019/2/5  2:39:48.8942	8388.894206211	8392.919034161	32.1	85.3	D
84	Spectrogram 1	1	2019/2/5  2:39:55.9749	8395.974922050	8398.658140683	48.9	77.2	D
85	Spectrogram 1	1	2019/2/5  2:40:36.8940	8436.894006211	8440.918834161	48.4	84.8	D
86	Spectrogram 1	1	2019/2/5  2:44:33.8385	8673.838468323	8676.745288509	51.1	86.4	D
87	Spectrogram 1	1	2019/2/5  2:45:58.7325	8758.732524534	8760.894006211	37.0	79.3	D
88	Spectrogram 1	1	2019/2/5  2:46:05.1424	8765.142435714	8768.421925155	32.6	80.4	D
89	Spectrogram 1	1	2019/2/5  2:46:15.4281	8775.428107143	8777.365987267	36.4	79.3	D
90	Spectrogram 1	1	2019/2/5  2:46:21.0181	8781.018145963	8782.881492236	34.8	81.5	D
91	Spectrogram 1	1	2019/2/5  2:48:37.6396	8917.639594720	8919.801076398	37.5	88.0	D
92	Spectrogram 1	1	2019/2/5  2:48:55.3041	8935.304117391	8938.061869876	32.6	77.7	D
93	Spectrogram 1	1	2019/2/5  2:49:08.7947	8948.794744410	8952.223301553	37.0	77.7	D
94	Spectrogram 1	1	2019/2/5  3:15:13.6582	10438.658190683	10443.204755590	29.9	87.0	D
95	Spectrogram 1	1	2019/2/5  3:16:13.2853	10498.285271429	10501.415693168	37.0	94.0	D
96	Spectrogram 1	1	2019/2/5  3:17:20.4407	10565.440721118	10572.074233851	61.4	97.3	D
97	Spectrogram 1	1	2019/2/5  3:17:38.4034	10583.403379193	10586.682868634	66.8	97.8	D
98	Spectrogram 1	1	2019/2/5  3:20:50.2544	10775.254411491	10784.123939752	20.1	31.5	Antarctic
99	Spectrogram 1	1	2019/2/5  3:21:15.8941	10800.894056211	10809.316381366	34.8	80.4	D
100	Spectrogram 1	1	2019/2/5  3:21:58.3788	10843.378801242	10853.440871118	19.0	31.0	Antarctic
101	Spectrogram 1	1	2019/2/5  3:24:08.8135	10973.813490373	10977.092979814	39.1	78.8	D
102	Spectrogram 1	1	2019/2/5  3:24:13.2855	10978.285521429	10982.086747826	38.6	79.3	D
103	Spectrogram 1	1	2019/2/5  3:24:20.4408	10985.440771118	10988.869328261	34.8	77.2	D
104	Spectrogram 1	1	2019/2/5  3:25:49.0620	11074.061969876	11080.695482609	33.7	95.1	D
105	Spectrogram 1	1	2019/2/5  3:26:01.8073	11086.807258385	11089.490477019	25.0	89.7	D
106	Spectrogram 1	1	2019/2/5  3:27:07.6956	11152.695632609	11155.304317391	35.3	79.3	D
107	Spectrogram 1	1	2019/2/5  3:27:33.7825	11178.782480435	11183.925316149	34.8	85.9	D
108	Spectrogram 1	1	2019/2/5  3:28:36.7636	11241.763584472	11244.595870807	38.0	79.3	D
109	Spectrogram 1	1	2019/2/5  3:29:31.3228	11296.322813354	11299.080565839	35.3	75.0	D
110	Spectrogram 1	1	2019/2/5  3:38:11.3477	11816.347741304	11821.565110870	30.4	72.8	D
111	Spectrogram 1	1	2019/2/5  3:38:48.9873	11853.987336025	11857.117757764	45.1	90.2	D
112	Spectrogram 1	1	2019/2/5  3:40:42.2792	11967.279239441	11969.887924224	39.1	88.6	D
113	Spectrogram 1	1	2019/2/5  3:41:50.7018	12035.701764596	12039.204855590	31.5	97.8	D
114	Spectrogram 1	1	2019/2/5  3:45:33.6334	12258.633412733	12262.360105280	42.9	90.2	D
115	Spectrogram 1	1	2019/2/5  3:46:25.2854	12310.285371429	12312.819522360	26.1	80.4	D
116	Spectrogram 1	1	2019/2/5  3:47:33.1862	12378.186159627	12381.167513665	30.4	65.2	D
117	Spectrogram 1	1	2019/2/5  3:47:41.1613	12386.161281677	12389.440771118	27.7	81.0	D
118	Spectrogram 1	1	2019/2/5  3:47:51.2979	12396.297885404	12398.608434783	34.2	79.9	D
119	Spectrogram 1	1	2019/2/5  3:48:57.8571	12462.857064286	12466.062019876	38.0	79.9	D
120	Spectrogram 1	1	2019/2/5  3:54:41.3849	12806.384933230	12809.962558075	43.5	88.0	D
121	Spectrogram 1	1	2019/2/5  3:56:09.5589	12894.558928882	12897.018545963	36.4	90.8	D
122	Spectrogram 1	1	2019/2/5  3:57:33.7822	12978.782180435	12982.732474534	26.6	81.5	D
123	Spectrogram 1	1	2019/2/5  3:58:41.3848	13046.384833230	13048.695382609	52.7	84.8	D
124	Spectrogram 1	1	2019/2/5  3:58:46.3041	13051.304067391	13053.987286025	50.5	81.0	D
125	Spectrogram 1	1	2019/2/5  4:00:16.4159	13141.415943168	13144.248229503	64.7	96.7	D
126	Spectrogram 1	1	2019/2/5  4:00:55.6953	13180.695282609	13184.049305901	62.0	97.8	D
127	Spectrogram 1	1	2019/2/5  4:02:31.5463	13276.546264907	13278.409611180	53.8	98.9	D
128	Spectrogram 1	1	2019/2/5  4:01:29.9068	13214.906770186	13217.962658075	33.7	77.7	D
129	Spectrogram 1	1	2019/2/5  4:01:44.1427	13229.142735714	13232.496759006	39.1	78.8	D
130	Spectrogram 1	1	2019/2/5  4:01:55.0247	13240.024677950	13243.900438199	29.9	74.5	D
131	Spectrogram 1	1	2019/2/5  4:02:02.4781	13247.478063043	13250.832086335	32.1	75.0	D
132	Spectrogram 1	1	2019/2/5  4:02:18.8755	13263.875510248	13266.558728882	40.8	74.5	D
133	Spectrogram 1	1	2019/2/5  4:04:07.9935	13372.993518012	13376.347541304	57.1	97.3	D
134	Spectrogram 1	1	2019/2/5  4:04:59.4969	13424.496859006	13428.596220807	31.5	81.0	D
135	Spectrogram 1	1	2019/2/5  4:10:41.8322	13766.832186335	13770.558878882	35.3	88.0	D
136	Spectrogram 1	1	2019/2/5  4:10:30.1304	13755.130371739	13758.260793478	37.0	81.0	D
137	Spectrogram 1	1	2019/2/5  4:13:34.9748	13939.974772050	13942.732524534	36.4	81.5	D
138	Spectrogram 1	1	2019/2/5  4:15:17.6083	14042.608334783	14053.192141615	16.8	31.0	Antarctic
139	Spectrogram 1	1	2019/2/5  4:16:27.0743	14112.074333851	14126.906570186	18.5	31.0	Antarctic
140	Spectrogram 1	1	2019/2/5  4:23:51.3724	14556.372419255	14561.366187267	40.2	86.4	D
141	Spectrogram 1	1	2019/2/5  4:25:57.4096	14682.409611180	14685.614566770	44.0	95.1	D
142	Spectrogram 1	1	2019/2/5  4:28:05.3847	14810.384683230	14821.788362422	19.0	32.6	Antarctic
143	Spectrogram 1	1	2019/2/5  4:28:10.3785	14815.378451242	14818.807008385	32.1	76.6	D
144	Spectrogram 1	1	2019/2/5  4:28:18.7262	14823.726242547	14826.558528882	32.6	74.5	D
145	Spectrogram 1	1	2019/2/5  4:29:11.4967	14876.496659006	14879.850682298	28.3	91.8	D
146	Spectrogram 1	1	2019/2/5  4:35:05.5338	15230.533800932	15232.918884161	47.8	83.7	D
147	Spectrogram 1	1	2019/2/5  4:35:10.5276	15235.527568944	15238.956126087	37.0	77.7	D
148	Spectrogram 1	1	2019/2/5  4:35:15.3723	15240.372269255	15243.279089441	38.0	85.3	D
149	Spectrogram 1	1	2019/2/5  4:35:20.0679	15245.067901863	15247.825654348	42.4	75.0	D
150	Spectrogram 1	1	2019/2/5  4:35:32.8132	15257.813190373	15262.061619876	37.5	78.3	D
151	Spectrogram 1	1	2019/2/5  4:35:38.9254	15263.925416149	15267.353973292	36.4	74.5	D
152	Spectrogram 1	1	2019/2/5  4:35:44.8136	15269.813590373	15273.614816770	39.7	78.3	D
153	Spectrogram 1	1	2019/2/5  4:35:49.8819	15274.881892236	15278.832186335	36.4	77.7	D
154	Spectrogram 1	1	2019/2/5  4:35:56.1427	15281.142735714	15283.751420497	40.8	75.5	D
155	Spectrogram 1	1	2019/2/5  4:36:34.5277	15319.527668944	15323.105293789	36.4	78.3	D
156	Spectrogram 1	1	2019/2/5  4:37:02.1797	15347.179727640	15350.757352484	31.0	89.7	D
157	Spectrogram 1	1	2019/2/5  4:37:07.7698	15352.769766460	15354.931248137	27.2	93.5	D
158	Spectrogram 1	1	2019/2/5  4:37:29.0124	15374.012363975	15377.515454969	36.4	82.6	D
159	Spectrogram 1	1	2019/2/5  4:38:01.5837	15406.583656832	15410.161281677	30.4	85.9	D
160	Spectrogram 1	1	2019/2/5  4:38:14.1053	15419.105343789	15422.981104037	38.0	81.0	D
161	Spectrogram 1	1	2019/2/5  4:38:29.8320	15434.831986335	15437.217069565	27.2	71.7	D
162	Spectrogram 1	1	2019/2/5  4:38:49.8071	15454.807058385	15458.161081677	28.8	92.9	D
163	Spectrogram 1	1	2019/2/5  4:38:55.9188	15460.918834161	15464.421925155	37.0	87.5	D
164	Spectrogram 1	1	2019/2/5  4:39:29.2359	15494.235915528	15496.397397205	33.7	70.1	D
165	Spectrogram 1	1	2019/2/5  4:40:10.8258	15535.825804348	15538.807158385	38.0	76.6	D
166	Spectrogram 1	1	2019/2/5  4:40:17.3102	15542.310249379	15544.993468012	38.6	78.8	D
167	Spectrogram 1	1	2019/2/5  4:40:27.2978	15552.297785404	15555.204605590	31.5	80.4	D
168	Spectrogram 1	1	2019/2/5  4:40:55.6952	15580.695182609	15584.198273602	30.4	78.3	D
169	Spectrogram 1	1	2019/2/5  4:48:35.5713	16040.571292857	16042.807308385	35.9	83.7	D
170	Spectrogram 1	1	2019/2/5  4:48:41.6085	16046.608534783	16049.217219565	32.1	86.4	D
171	Spectrogram 1	1	2019/2/5  5:03:22.1550	16927.155049689	16930.210937578	42.9	83.2	D
172	Spectrogram 1	1	2019/2/5  5:03:34.3041	16939.304067391	16942.434489130	47.3	77.2	D
173	Spectrogram 1	1	2019/2/5  5:06:30.1303	17115.130321739	17117.739006522	41.3	83.2	D
