Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
23	Spectrogram 1	1	2019/2/5  10:40:33.3166	3033.316581366	3035.179927640	44.8	69.1	D
24	Spectrogram 1	1	2019/2/5  10:40:16.3229	3016.322863354	3018.111675776	40.3	78.5	D
25	Spectrogram 1	1	2019/2/5  10:41:36.5217	3096.521736957	3108.223551553	21.0	29.8	Antarctic
26	Spectrogram 1	1	2019/2/5  10:47:50.6085	3470.608484783	3478.360005280	19.3	30.9	Antarctic
27	Spectrogram 1	1	2019/2/5  10:48:03.5028	3483.502840994	3486.484195031	39.2	77.3	D
28	Spectrogram 1	1	2019/2/5  10:48:14.5339	3494.533850932	3496.397197205	46.4	77.9	D
29	Spectrogram 1	1	2019/2/5  10:48:19.6022	3499.602152795	3502.136303727	44.8	77.3	D
30	Spectrogram 1	1	2019/2/5  10:52:12.7449	3732.744938509	3736.620698758	36.5	84.0	D
31	Spectrogram 1	1	2019/2/5  10:52:22.8815	3742.881542236	3746.533700932	46.4	87.8	D
32	Spectrogram 1	1	2019/2/5  10:52:28.7697	3748.769716460	3751.676536646	47.5	84.0	D
33	Spectrogram 1	1	2019/2/5  10:53:31.3786	3811.378601242	3813.614616770	43.1	70.2	D
34	Spectrogram 1	1	2019/2/5  10:53:38.5339	3818.533850932	3821.887874224	43.6	79.0	D
35	Spectrogram 1	1	2019/2/5  10:53:45.6891	3825.689100621	3829.415793168	44.2	81.2	D
36	Spectrogram 1	1	2019/2/5  10:53:57.0928	3837.092779814	3840.595870807	43.1	77.9	D
37	Spectrogram 1	1	2019/2/5  10:54:42.4843	3882.484345031	3885.763834472	45.9	80.1	D
38	Spectrogram 1	1	2019/2/5  10:56:59.7761	4019.776148447	4022.906570186	40.3	79.0	D
39	Spectrogram 1	1	2019/2/5  10:57:34.9561	4054.956126087	4057.266675466	41.4	86.2	D
40	Spectrogram 1	1	2019/2/5  10:57:37.4903	4057.490277019	4058.980954037	34.3	81.8	D
41	Spectrogram 1	1	2019/2/5  10:59:19.1549	4159.154899689	4162.359855280	42.5	78.5	D
42	Spectrogram 1	1	2019/2/5  10:59:25.1921	4165.192141615	4167.651758696	39.2	80.1	D
43	Spectrogram 1	1	2019/2/5  10:59:31.7511	4171.751120497	4174.583406832	40.9	76.8	D
45	Spectrogram 1	1	2019/2/5  11:17:34.8070	5254.807008385	5258.384633230	36.5	77.3	D
46	Spectrogram 1	1	2019/2/5  12:59:23.6271	11363.627080745	11371.453135093	19.9	30.9	Antarctic
48	Spectrogram 1	1	2019/2/5  13:07:51.3539	11871.353923292	11881.043323913	19.9	29.3	Antarctic
49	Spectrogram 1	1	2019/2/5  13:20:11.0310	12611.031009938	12612.745288509	46.4	98.3	D
50	Spectrogram 1	1	2019/2/5  13:20:53.8134	12653.813440373	12661.937630124	18.2	29.8	Antarctic
51	Spectrogram 1	1	2019/2/5  13:21:48.5958	12708.595820807	12714.111325776	21.0	29.3	Antarctic
52	Spectrogram 1	1	2019/2/5  13:24:26.5340	12866.533950932	12868.471831056	31.5	76.2	D
53	Spectrogram 1	1	2019/2/5  13:24:32.0495	12872.049455901	12873.465599068	35.9	75.1	D
54	Spectrogram 1	1	2019/2/5  13:31:22.3601	13282.360105280	13285.863196273	40.3	85.1	D
55	Spectrogram 1	1	2019/2/5  13:31:56.4221	13316.422075155	13319.105293789	37.0	75.1	D
56	Spectrogram 1	1	2019/2/5  13:32:38.3101	13358.310099379	13363.602002795	19.9	60.2	D
57	Spectrogram 1	1	2019/2/5  13:32:54.1117	13374.111725776	13376.496809006	27.6	80.1	D
58	Spectrogram 1	1	2019/2/5  13:33:00.9999	13379.999900000	13382.683118634	32.0	75.1	D
59	Spectrogram 1	1	2019/2/5  13:33:05.7390	13385.739006522	13387.825954348	25.4	77.9	D
60	Spectrogram 1	1	2019/2/5  13:33:13.1179	13393.117857764	13396.844550311	37.0	87.3	D
61	Spectrogram 1	1	2019/2/5  13:33:34.2855	13414.285471429	13422.484195031	27.1	46.4	D
