Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
96	Spectrogram 1	1	2019/2/4  7:50:29.5523	11579.552346894	11588.720010559	18.500	29.600	Antarctic
97	Spectrogram 1	1	2019/2/4  7:54:17.4037	11807.403679193	11810.310499379	41.300	73.500	D
98	Spectrogram 1	1	2019/2/4  7:55:24.2605	11874.260543478	11877.912702174	38.600	94.200	D
99	Spectrogram 1	1	2019/2/4  7:56:58.8445	11968.844450311	11985.316431366	20.100	29.100	Antarctic
100	Spectrogram 1	1	2019/2/4  7:57:24.7822	11994.782230435	12003.949894099	19.000	32.300	Antarctic
101	Spectrogram 1	1	2019/2/4  7:57:46.8443	12016.844250311	12020.645476708	28.000	70.400	D
102	Spectrogram 1	1	2019/2/4  7:58:16.7328	12046.732774534	12052.919084161	22.200	70.900	D
103	Spectrogram 1	1	2019/2/4  7:57:58.6956	12028.695582609	12037.117907764	18.500	31.200	Antarctic
104	Spectrogram 1	1	2019/2/4  7:58:35.9625	12065.962508075	12077.142585714	17.500	30.700	Antarctic
105	Spectrogram 1	1	2019/2/4  7:58:46.5463	12076.546314907	12083.850632298	24.300	77.200	D
106	Spectrogram 1	1	2019/2/4  8:08:50.4221	12680.422051553	12685.415819565	34.225	71.123	D
107	Spectrogram 1	1	2019/2/4  8:08:56.1612	12686.161158075	12689.664249068	35.294	78.075	D
108	Spectrogram 1	1	2019/2/4  8:09:01.3785	12691.378527640	12695.477889441	32.620	78.610	D
109	Spectrogram 1	1	2019/2/4  8:09:07.2667	12697.266701863	12698.906446584	23.529	79.144	D
110	Spectrogram 1	1	2019/2/4  8:09:22.7697	12712.769742857	12716.347367702	25.668	67.914	D
111	Spectrogram 1	1	2019/2/4  8:09:28.0616	12718.061646273	12720.372195652	20.321	65.775	D
112	Spectrogram 1	1	2019/2/4  8:13:39.6888	12969.688827019	12976.695009006	19.251	29.947	Antarctic
113	Spectrogram 1	1	2019/2/4  8:14:09.8010	12999.800952795	13008.521413354	20.856	28.342	Antarctic
114	Spectrogram 1	1	2019/2/4  8:14:40.6580	13030.657967081	13040.421901553	19.786	28.877	Antarctic
115	Spectrogram 1	1	2019/2/4  8:15:14.0491	13064.049132298	13070.831712733	20.321	29.412	Antarctic
116	Spectrogram 1	1	2019/2/4  8:20:27.6889	13377.688927019	13388.496335404	20.321	28.342	Antarctic
117	Spectrogram 1	1	2019/2/4  8:24:27.1671	13617.167090062	13623.353399689	19.786	31.016	Antarctic
118	Spectrogram 1	1	2019/2/4  8:33:44.4589	14174.458943478	14182.732200932	19.786	28.342	Antarctic
119	Spectrogram 1	1	2019/2/4  8:34:56.3846	14246.384559627	14253.167140062	19.786	28.342	Antarctic
120	Spectrogram 1	1	2019/2/4  8:36:38.1983	14348.198250000	14357.813116770	18.717	31.016	Antarctic
121	Spectrogram 1	1	2019/2/4  8:37:32.5339	14402.533877329	14408.049382298	20.321	28.877	Antarctic
122	Spectrogram 1	1	2019/2/4  8:38:00.1114	14430.111402174	14436.819448758	21.925	28.877	Antarctic
123	Spectrogram 1	1	2019/2/4  8:39:07.7136	14497.713604969	14508.371945652	18.717	30.481	Antarctic
124	Spectrogram 1	1	2019/2/4  8:53:59.0680	15389.067978261	15395.477889441	20.856	28.877	Antarctic
