Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
28	Spectrogram 1	1	2019/2/4  23:42:30.7326	4875.732624534	4882.291603416	19.500	32.000	Antarctic
29	Spectrogram 1	1	2019/2/4  23:42:44.8195	4889.819522360	4898.689050621	13.000	31.500	Antarctic
30	Spectrogram 1	1	2019/2/4  23:43:15.8261	4920.826054348	4928.577574845	21.000	31.000	Antarctic
31	Spectrogram 1	1	2019/2/4  23:44:34.3847	4999.384733230	5001.769816460	21.500	61.000	D
32	Spectrogram 1	1	2019/2/4  23:44:46.2356	5011.235615528	5020.925016149	19.000	30.500	Antarctic
33	Spectrogram 1	1	2019/2/4  23:44:57.7138	5022.713828571	5031.956026087	21.000	29.500	Antarctic
34	Spectrogram 1	1	2019/2/4  23:46:06.2854	5091.285421429	5093.819572360	34.500	75.000	D
35	Spectrogram 1	1	2019/2/4  23:46:11.2047	5096.204655590	5099.111475776	34.500	73.500	D
36	Spectrogram 1	1	2019/2/4  23:45:35.7265	5060.726542547	5069.968740062	20.000	29.500	Antarctic
37	Spectrogram 1	1	2019/2/4  23:45:52.7948	5077.794794410	5084.651908696	20.000	30.500	Antarctic
38	Spectrogram 1	1	2019/2/4  23:48:23.2791	5228.279089441	5231.409511180	33.000	97.000	D
39	Spectrogram 1	1	2019/2/4  23:48:28.9437	5233.943662112	5236.179677640	27.500	82.000	D
40	Spectrogram 1	1	2019/2/4  23:48:13.5897	5218.589688820	5220.974772050	31.500	75.000	D
41	Spectrogram 1	1	2019/2/4  23:48:03.2295	5208.229483540	5210.689100621	28.000	79.000	D
42	Spectrogram 1	1	2019/2/4  23:47:58.0121	5203.012113975	5205.993468012	32.000	73.000	D
43	Spectrogram 1	1	2019/2/4  23:47:49.6643	5194.664322671	5197.645676708	37.500	76.500	D
44	Spectrogram 1	1	2019/2/4  23:47:23.0557	5168.055737888	5170.589888820	50.000	91.500	D
45	Spectrogram 1	1	2019/2/4  23:48:51.7515	5256.751470497	5259.658290683	36.000	80.500	D
46	Spectrogram 1	1	2019/2/4  23:49:03.5278	5268.527818944	5272.329045342	33.000	75.000	D
47	Spectrogram 1	1	2019/2/4  23:49:12.1737	5277.173745652	5280.378701242	35.500	75.000	D
48	Spectrogram 1	1	2019/2/4  23:48:44.8198	5249.819822360	5253.248379503	21.500	41.500	D
49	Spectrogram 1	1	2019/2/4  23:48:57.4160	5262.416043168	5264.801126398	23.000	69.000	D
50	Spectrogram 1	1	2019/2/4  23:50:09.8629	5334.862946273	5344.701414596	18.500	30.500	Antarctic
51	Spectrogram 1	1	2019/2/4  23:50:47.7266	5372.726592547	5374.739006522	42.000	71.500	D
52	Spectrogram 1	1	2019/2/4  23:51:29.9873	5414.987286025	5417.521436957	43.500	70.500	D
53	Spectrogram 1	1	2019/2/4  23:51:47.7263	5432.726342547	5436.453035093	24.500	80.500	D
54	Spectrogram 1	1	2019/2/4  23:51:54.9561	5439.956126087	5442.639344720	48.500	79.000	D
55	Spectrogram 1	1	2019/2/4  23:50:44.8198	5369.819772360	5378.167563665	20.000	29.000	Antarctic
56	Spectrogram 1	1	2019/2/4  23:51:12.6209	5397.620898758	5402.912802174	21.000	29.500	Antarctic
57	Spectrogram 1	1	2019/2/4  23:51:54.9561	5439.956126087	5451.285271429	21.000	31.000	Antarctic
58	Spectrogram 1	1	2019/2/4  23:52:23.4285	5468.428507143	5474.987486025	19.500	30.000	Antarctic
59	Spectrogram 1	1	2019/2/4  23:52:34.6086	5479.608584783	5492.428407143	20.000	28.500	Antarctic
60	Spectrogram 1	1	2019/2/4  23:53:12.6208	5517.620848758	5525.521436957	21.500	29.000	Antarctic
61	Spectrogram 1	1	2019/2/4  23:53:44.2977	5549.297735404	5563.161031677	19.500	29.000	Antarctic
62	Spectrogram 1	1	2019/2/4  23:52:30.8074	5475.807358385	5478.714178571	40.500	71.000	D
63	Spectrogram 1	1	2019/2/4  23:52:36.2483	5481.248329503	5484.602352795	44.500	79.000	D
64	Spectrogram 1	1	2019/2/4  23:52:42.8073	5487.807308385	5490.266925466	54.500	84.000	D
65	Spectrogram 1	1	2019/2/4  23:53:13.0681	5518.068051863	5521.422075155	45.000	85.500	D
66	Spectrogram 1	1	2019/2/4  23:53:21.5649	5526.564910870	5529.248129503	52.500	77.000	D
67	Spectrogram 1	1	2019/2/4  23:53:29.3164	5534.316431366	5536.925116149	47.000	77.000	D
68	Spectrogram 1	1	2019/2/4  23:53:35.1301	5540.130071739	5542.142485714	49.500	75.000	D
69	Spectrogram 1	1	2019/2/4  23:55:02.7078	5627.707796584	5640.080415839	13.000	24.000	Antarctic
70	Spectrogram 1	1	2019/2/4  23:55:40.4219	5665.421925155	5668.626880745	43.000	79.000	D
71	Spectrogram 1	1	2019/2/4  23:55:56.5217	5681.521686957	5690.465749068	20.000	30.500	Antarctic
72	Spectrogram 1	1	2019/2/4  23:55:59.5030	5684.503040994	5687.037191925	33.000	72.500	D
73	Spectrogram 1	1	2019/2/5  0:01:06.6892	5991.689200621	6003.540082919	19.000	30.500	Antarctic
74	Spectrogram 1	1	2019/2/5  0:01:29.1984	6014.198423602	6018.148717702	37.000	88.000	D
75	Spectrogram 1	1	2019/2/5  0:01:54.6145	6039.614466770	6043.117557764	32.000	81.500	D
76	Spectrogram 1	1	2019/2/5  0:02:01.2480	6046.247979503	6049.602002795	40.000	88.500	D
77	Spectrogram 1	1	2019/2/5  0:02:15.2608	6060.260793478	6073.975022050	18.000	30.000	Antarctic
78	Spectrogram 1	1	2019/2/5  0:08:31.2109	6436.210887578	6438.968640062	30.000	79.500	D
79	Spectrogram 1	1	2019/2/5  0:07:33.6708	6378.670754658	6381.652108696	29.500	65.000	D
80	Spectrogram 1	1	2019/2/5  0:12:34.7139	6679.713878571	6683.515104969	29.500	78.000	D
81	Spectrogram 1	1	2019/2/5  0:12:45.5963	6690.596270807	6693.577624845	42.500	80.000	D
82	Spectrogram 1	1	2019/2/5  0:12:57.0000	6701.999950000	6712.509222981	19.000	31.000	Antarctic
83	Spectrogram 1	1	2019/2/5  0:14:07.3599	6772.359905280	6781.527568944	20.000	33.000	Antarctic
84	Spectrogram 1	1	2019/2/5  0:16:25.9938	6910.993768012	6922.024777950	18.500	31.500	Antarctic
