Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
57	Spectrogram 1	1	2019/2/4  3:47:49.6766	12844.676636646	12849.894006211	38.6	84.1	D
58	Spectrogram 1	1	2019/2/4  3:47:56.9064	12851.906420186	12857.049255901	36.4	87.5	D
59	Spectrogram 1	1	2019/2/4  3:48:40.7328	12895.732774534	12903.707896584	20.5	27.8	Antarctic
60	Spectrogram 1	1	2019/2/4  3:50:43.2669	13018.266875466	13026.092929814	18.2	29.0	Antarctic
61	Spectrogram 1	1	2019/2/4  3:51:34.2480	13069.248029503	13076.850482298	21.0	30.1	Antarctic
62	Spectrogram 1	1	2019/2/4  3:56:11.7389	13346.738906522	13352.328945342	19.3	30.7	Antarctic
63	Spectrogram 1	1	2019/2/4  3:58:46.3971	13501.397097205	13507.956076087	21.6	30.7	Antarctic
64	Spectrogram 1	1	2019/2/4  3:59:53.6271	13568.627080745	13576.378601242	21.0	29.0	Antarctic
65	Spectrogram 1	1	2019/2/4  4:02:27.6145	13722.614466770	13729.024377950	21.6	30.1	Antarctic
66	Spectrogram 1	1	2019/2/4  4:10:23.9626	14198.962558075	14206.192341615	19.9	29.5	Antarctic
67	Spectrogram 1	1	2019/2/4  4:11:14.0493	14249.049305901	14258.291503416	19.9	28.4	Antarctic
68	Spectrogram 1	1	2019/2/4  4:12:17.8507	14312.850732298	14321.645726708	20.5	29.5	Antarctic
69	Spectrogram 1	1	2019/2/4  4:12:45.6519	14340.651858696	14351.384733230	20.5	31.3	Antarctic
70	Spectrogram 1	1	2019/2/4  4:13:13.7511	14368.751120497	14378.142385714	17.6	31.8	Antarctic
71	Spectrogram 1	1	2019/2/4  4:13:26.9441	14381.944062112	14389.322913354	12.5	28.4	Antarctic
72	Spectrogram 1	1	2019/2/4  4:13:38.4968	14393.496809006	14401.322863354	17.6	30.1	Antarctic
73	Spectrogram 1	1	2019/2/4  4:13:54.8943	14409.894256211	14415.484295031	14.8	30.7	Antarctic
74	Spectrogram 1	1	2019/2/4  4:14:17.5525	14432.552546894	14441.645676708	19.9	30.1	Antarctic
75	Spectrogram 1	1	2019/2/4  4:32:22.0618	15517.061819876	15519.595970807	39.2	72.2	D
76	Spectrogram 1	1	2019/2/4  4:36:03.5958	15738.595820807	15743.589588820	40.3	77.3	D
