Selection	View	Channel	Begin Date Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Call Type
114	Spectrogram 1	1	2019/2/4  20:44:03.2919	10218.291853416	10221.496809006	25.0	59.7	D
115	Spectrogram 1	1	2019/2/4  20:44:18.0496	10233.049555901	10237.596120807	20.5	73.3	D
116	Spectrogram 1	1	2019/2/4  20:44:27.2172	10242.217219565	10245.347641304	33.0	69.3	D
117	Spectrogram 1	1	2019/2/4  20:44:09.8508	10224.850832298	10228.726592547	39.2	76.7	D
118	Spectrogram 1	1	2019/2/4  20:46:20.3601	10355.360055280	10369.894156211	20.5	30.7	Antarctic
119	Spectrogram 1	1	2019/2/4  20:48:29.6767	10484.676736646	10491.235715528	18.2	31.3	Antarctic
120	Spectrogram 1	1	2019/2/4  20:49:07.9126	10522.912602174	10525.446753106	17.0	71.6	D
121	Spectrogram 1	1	2019/2/4  20:51:03.8132	10638.813190373	10644.403229193	19.3	30.1	Antarctic
122	Spectrogram 1	1	2019/2/4  20:52:07.6146	10702.614616770	10715.732574534	17.6	30.7	Antarctic
123	Spectrogram 1	1	2019/2/4  20:52:57.7763	10752.776348447	10765.298035404	19.9	31.8	Antarctic
124	Spectrogram 1	1	2019/2/4  20:56:28.5590	10963.558978882	10970.490627019	19.9	31.3	Antarctic
125	Spectrogram 1	1	2019/2/4  20:56:50.5465	10985.546464907	10992.701714596	18.2	30.1	Antarctic
127	Spectrogram 1	1	2019/2/4  22:09:30.3660	15270.366037267	15280.055437888	20.5	30.7	Antarctic
128	Spectrogram 1	1	2019/2/4  22:15:03.3101	15603.310099379	15605.769716460	21.0	79.0	D
129	Spectrogram 1	1	2019/2/4  22:16:22.0183	15682.018295963	15691.856764286	16.5	31.8	Antarctic
130	Spectrogram 1	1	2019/2/4  22:16:34.1673	15694.167313665	15699.235615528	25.0	77.8	D
131	Spectrogram 1	1	2019/2/4  22:16:45.5710	15705.570992857	15717.570942857	14.2	78.4	D
132	Spectrogram 1	1	2019/2/4  22:17:19.4843	15739.484345031	15748.055737888	11.9	30.7	Antarctic
133	Spectrogram 1	1	2019/2/4  22:17:31.5588	15751.558828882	15756.478063043	29.5	76.7	D
134	Spectrogram 1	1	2019/2/4  22:18:24.9996	15804.999600000	15814.763534472	10.8	30.7	Antarctic
135	Spectrogram 1	1	2019/2/4  22:18:39.9809	15819.980904037	15826.092679814	21.0	72.2	D
136	Spectrogram 1	1	2019/2/4  22:33:30.5154	16710.515404969	16715.509172981	18.8	31.8	Antarctic
137	Spectrogram 1	1	2019/2/4  22:33:47.9563	16727.956326087	16734.142635714	9.7	23.3	Antarctic
138	Spectrogram 1	1	2019/2/4  22:34:20.7512	16760.751220497	16768.726342547	17.6	31.8	Antarctic
139	Spectrogram 1	1	2019/2/4  22:34:46.3163	16786.316331366	16798.539882919	20.5	31.8	Antarctic
140	Spectrogram 1	1	2019/2/4  22:36:17.5462	16877.546214907	16888.428157143	20.5	31.8	Antarctic
141	Spectrogram 1	1	2019/2/4  22:37:17.6955	16937.695482609	16945.596070807	15.9	31.3	Antarctic
142	Spectrogram 1	1	2019/2/4  22:39:02.7141	17042.714128571	17055.906620186	19.3	30.7	Antarctic
